white,black,white_elo,black_elo,result,opening,eco,site,time_control,termination
Ahmed_MRK,1a2a3a,1942,1676,1-0,Owen Defense,B00,https://lichess.org/rxkR6P40,180+0,Normal
Vicente_22,RrealSquare,1761,2067,0-1,Sicilian Defense: McDonnell Attack,B21,https://lichess.org/7FqFLDHj,180+0,Normal
Berlinar,arashbi,1798,1813,1-0,Torre Attack,A46,https://lichess.org/pyEnBqQb,300+0,Normal
orhanozmen,chukius,1420,1450,0-1,Bishop's Opening: Boi Variation,C20,https://lichess.org/SGfRU9mD,900+0,Normal
jroyos,llmbs,1634,1649,0-1,Sicilian Defense,B20,https://lichess.org/JYmxUhBH,480+0,Time forfeit
Zwischenzug2015,themcfly,1462,1478,0-1,Italian Game: Two Knights Defense,C55,https://lichess.org/0rnERZ1R,180+2,Normal
bmjlima,Stronzio,1457,1409,1-0,Philidor Defense #2,C41,https://lichess.org/6OfGKt3q,1200+0,Time forfeit
bey-anes,tmplt,1765,1736,0-1,Indian Game,A45,https://lichess.org/HEG7LpJc,1800+30,Normal
bubulubu,MRHARD,1928,1577,1-0,Caro-Kann Defense #2,B12,https://lichess.org/il92MH6A,60+0,Normal
willilan,vtrachys,1601,1616,1-0,"Queen's Gambit Declined: Tarrasch Defense, Pseudo-Tarrasch",D30,https://lichess.org/pd19TJcl,780+3,Normal
Firthunands,dark0612,1578,1491,1-0,Center Game: Normal Variation,C22,https://lichess.org/BlxHHpYi,900+0,Time forfeit
AKIba123,RicardOmonstro,1669,1944,1-0,French Defense: Exchange Variation,C01,https://lichess.org/qfu381ry,180+0,Time forfeit
Prometeo93,rodoma2001,1509,1726,1-0,Rat Defense: Antal Defense,B07,https://lichess.org/Cf2Cn1eX,360+8,Normal
MarcinJ,urumi,1500,1725,0-1,Scandinavian Defense,B01,https://lichess.org/nrGvtGjp,60+0,Time forfeit
CarlosMagnussen,Bule,1668,1684,1-0,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/BLtudJPS,600+7,Normal
Gophi,pinerd,1522,1668,0-1,Zukertort Opening: Old Indian Attack,A06,https://lichess.org/CPKp6voQ,300+0,Time forfeit
quimico10,SBChess,1675,1626,1-0,Indian Game,A45,https://lichess.org/0fGOPgBo,240+2,Normal
Taurinchess74,Gorgoroth6766,2122,1864,0-1,Zukertort Opening: Nimzo-Larsen Variation,A04,https://lichess.org/U4mW9VTh,180+0,Time forfeit
Meroxa,dosto2von,1505,1371,0-1,Scandinavian Defense,B01,https://lichess.org/87cz8yBO,300+8,Normal
glandock,Djhunts,1359,1446,0-1,Slav Defense: Geller Gambit,D15,https://lichess.org/HkiCHbfM,300+0,Normal
Onanice,POL-KAZ,1672,1701,1-0,"English Opening: King's English Variation, Reversed Sicilian",A21,https://lichess.org/LS9fo1RF,1200+8,Normal
JustaJim,xdVictorSousa,1910,1809,0-1,Sicilian Defense: Alapin Variation,B22,https://lichess.org/gMZIylMN,720+3,Normal
melqui,mdgncm,1643,1481,1-0,Van't Kruijs Opening,A00,https://lichess.org/huDsyVQN,120+12,Normal
McClaine,Nelj,1909,1757,1-0,"King's Gambit Accepted, Bishop's Gambit, Maurian Defense",C33,https://lichess.org/a3K1raqb,900+0,Time forfeit
fernetconcoca,buffyslayer1,1901,1905,0-1,"King's Indian Defense: Normal Variation, King's Knight Variation",E60,https://lichess.org/vHhqpW64,300+0,Normal
ChloSho,SandStorm_PlaysChess,1951,1347,1-0,"English Opening: Symmetrical Variation, Full Symmetry Line",A38,https://lichess.org/zVvLkStw,1800+10,Normal
GroneN,Passanante,1851,1930,1/2-1/2,Pirc Defense #2,B07,https://lichess.org/HjsxjRgs,900+10,Normal
Chris_jones,RottenPawn,1324,1573,0-1,Indian Game: West Indian Defense,E61,https://lichess.org/k9hQaiJo,900+5,Time forfeit
alferedo,Onein144kKings,1768,1526,1-0,Queen's Pawn Game: Colle System,D04,https://lichess.org/WcigMev1,1500+13,Normal
Pollini,iva37,1375,1696,0-1,Caro-Kann Defense: Advance Variation,B12,https://lichess.org/Rc6UYqdj,900+8,Normal
Deus_Grego,Cauchy-Schwarz2,1582,1727,0-1,Sicilian Defense,B20,https://lichess.org/0X6iAGvH,60+0,Time forfeit
maroonx,OutOfDaBleu,1622,1613,1-0,Nimzo-Larsen Attack: Modern Variation,A01,https://lichess.org/nRLkipmF,300+0,Normal
TBest,Melquiades,2154,1816,1-0,Caro-Kann Defense,B10,https://lichess.org/fYzeX7LL,240+0,Normal
Stavros,sajbot,1738,1987,0-1,Zukertort Opening: Kingside Fianchetto,A04,https://lichess.org/AUWWeZ4R,720+6,Normal
ahmetrasay,bauerpower,1966,1753,1-0,"King's Gambit, Falkbeer Countergambit, Staunton Line",C31,https://lichess.org/3uVDcw4B,600+0,Normal
leandroeobr,mramorak013,1607,1674,0-1,Philidor Defense #2,C41,https://lichess.org/i2Egx9Pn,600+0,Normal
fascino,jesmar,1924,1883,0-1,Sicilian Defense: Najdorf Variation,B98,https://lichess.org/iEGF8SPd,300+5,Normal
AARONMC,Cyanide13,1146,1657,0-1,King's Pawn Game: King's Head Opening #2,C20,https://lichess.org/rGpEvNuz,600+5,Normal
ars521,demetrio50,1913,1772,1/2-1/2,Philidor Defense,C41,https://lichess.org/SPDlexXa,900+0,Normal
Sybotes,by3lew,1685,1761,1/2-1/2,Queen's Gambit Accepted,D20,https://lichess.org/macdioUX,900+15,Normal
teo77,Macrosphere,1546,1419,1-0,Modern Defense: Three Pawns Attack,B06,https://lichess.org/aXpvpBeq,300+2,Time forfeit
veridik,JohnTempest,1643,1562,0-1,Three Knights Opening,C46,https://lichess.org/xuIkhWYW,180+3,Time forfeit
babyvooche,alaa12312399,1612,1687,1-0,Bishop's Opening: Berlin Defense,C24,https://lichess.org/TA4GTY2Y,300+3,Normal
cristian959,kuhreem,1569,1547,1-0,Sicilian Defense: Smith-Morra Gambit,B21,https://lichess.org/65AdoONJ,600+10,Normal
maahcf,dexgod,1784,1725,1-0,English Opening: Anglo-Indian Defense,A15,https://lichess.org/WMUx6323,600+0,Normal
RenanChess,GaloGalarza,1986,1816,0-1,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/RS3gQ30j,900+0,Normal
StonedBruin,setrogmc,1528,1573,1-0,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,B30,https://lichess.org/8c1WneYy,1500+0,Normal
martinkovic,rotella55,1507,1698,1-0,French Defense: Horwitz Attack,C00,https://lichess.org/dxDbs3Zn,600+0,Normal
alfredo_s,cantfocus,1591,1678,0-1,Bishop's Opening,C23,https://lichess.org/M7dF3FqD,300+8,Normal
vanhelden,Eddie10,1662,1305,1-0,Hungarian Opening,A00,https://lichess.org/R07uqxnJ,900+0,Normal
DrSergey,vinclwd,1645,1594,1-0,Slav Defense #2,D10,https://lichess.org/Va0IfZtx,60+2,Normal
erery34346,Champignon,1510,1883,1-0,Slav Defense #2,D10,https://lichess.org/mhfvv4Fj,180+0,Time forfeit
Olegzavidovskii,Raymonsp,1622,1700,1-0,French Defense: Queen's Knight,C00,https://lichess.org/P3wVEjzv,3600+10,Normal
mouza12,konstantikus,1474,1466,0-1,"Vienna Game: Stanley Variation, Three Knights Variation",C28,https://lichess.org/oaq6hgxK,300+0,Time forfeit
patolomeu,dbjr13,1663,1690,1-0,Modern Defense,B06,https://lichess.org/H6TaJrlB,600+0,Time forfeit
navid00,Arlequin13,1718,1839,1/2-1/2,Sicilian Defense: Bowdler Attack,B20,https://lichess.org/1FzeAyoh,600+0,Normal
Ylyk02,StanB,1539,1535,0-1,Van't Kruijs Opening,A00,https://lichess.org/XP7ifSzL,300+0,Normal
lichtenstein,OriginaleDemiurgo,1702,1399,1-0,"English Opening: King's English Variation, Reversed Sicilian",A21,https://lichess.org/JL1G3Nnb,600+8,Time forfeit
flejoh,giosav,1679,1500,1-0,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,B30,https://lichess.org/Z00BNdwa,1800+0,Normal
Yaco,Pizzamann247,1532,1657,0-1,Italian Game: Classical Variation,C53,https://lichess.org/85mG8tqD,540+8,Normal
XxGNECCOxX,POTho,1551,1857,0-1,Sicilian Defense: Alapin Variation,B22,https://lichess.org/Ny8595xn,480+5,Normal
momy,Rxthless,1441,1758,0-1,Caro-Kann Defense: Classical Variation,B18,https://lichess.org/6k7tFmeO,1200+0,Normal
BrendaAlves,Potrock,1747,1547,1-0,Slav Defense: Modern Line,D11,https://lichess.org/cnoDMtC4,300+0,Normal
Evandromn,habadooble,1676,1466,1-0,Queen's Gambit Declined: Queen's Knight Variation,D31,https://lichess.org/eOnQOn1S,900+0,Normal
alaclan,Leopaul,1860,1667,1/2-1/2,King's Pawn Game: Wayward Queen Attack,C20,https://lichess.org/GMrx5Mqb,600+10,Normal
jjacquesv,gradal1s,1654,1526,1-0,Sicilian Defense: Smith-Morra Gambit #2,B21,https://lichess.org/cai182wM,600+0,Normal
cuhadar,tanczi,1558,1446,0-1,Hungarian Opening,A00,https://lichess.org/d78wCoFT,120+1,Time forfeit
dusanz,Batdog,1586,1551,1-0,Queen's Gambit,D06,https://lichess.org/eODTzqZO,480+8,Normal
Jingo9000,Gjorgjo,1575,1330,1-0,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/tLtzuIsO,600+0,Normal
charekatsi,tacotacotaco,1695,1685,1-0,Tarrasch Defense: Symmetrical Variation,D32,https://lichess.org/fvnEQemu,300+2,Normal
Brunomg2016,marcolll9,1267,1726,0-1,French Defense: Queen's Knight,C00,https://lichess.org/2iLD3bVJ,300+0,Normal
martinz,Dietmar68,1751,1700,1-0,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/MjVeXjgb,300+0,Normal
poofpoof,johnnycloaca,1435,1371,1-0,Queen's Pawn Game #2,D00,https://lichess.org/UgpupMhS,900+5,Normal
Vyllyama,TX1,2057,1808,1-0,Semi-Slav Defense: Chigorin Defense,D46,https://lichess.org/WODLyFnX,300+0,Time forfeit
reiniervg81,kuraka79,1545,1390,1-0,Queen's Pawn,A40,https://lichess.org/gsAc7fRt,180+0,Time forfeit
ivore,zaramay,1381,1536,0-1,Sicilian Defense,B20,https://lichess.org/UAH2t0aq,600+15,Normal
repp,danielhxt,1564,1416,0-1,Benoni Defense: Benoni Gambit Accepted,A43,https://lichess.org/fCAWNH0O,240+4,Normal
dputros87,sizzlecheck,1810,1826,0-1,French Defense: Mediterranean Defense,C01,https://lichess.org/8GTeD2Rr,180+0,Time forfeit
angeange,abracadaver,1601,1753,0-1,Sicilian Defense,B20,https://lichess.org/vHJpBgBU,180+0,Normal
bwille,liamschauerman,1658,1754,0-1,Queen's Gambit Declined: Queen's Knight Variation,D31,https://lichess.org/enqe32Kd,300+0,Normal
molochbaal,asdpikas,1618,1763,0-1,Nimzo-Larsen Attack: Modern Variation #3,A01,https://lichess.org/ik6H04wW,300+5,Normal
juanmanova83,carljk,1560,1509,1-0,Sicilian Defense,B20,https://lichess.org/bCM1thn2,240+4,Normal
azkym,ChickityCheckUrSelf,1614,1246,1-0,Bishop's Opening: Berlin Defense,C24,https://lichess.org/REMdz1xy,600+0,Normal
Domizinho,Eleno,1670,1404,0-1,Sicilian Defense: Najdorf Variation,B94,https://lichess.org/W8Q6RYy3,-,Normal
Kostyarik,hennavarre,1743,1786,0-1,Sicilian Defense: Bowdler Attack,B20,https://lichess.org/nYRFgrCr,900+0,Normal
najjih,oxiyenio,1711,1606,0-1,Italian Game: Hungarian Defense,C50,https://lichess.org/3bU4dgZi,360+0,Normal
acamarda,Always100fc,1681,1641,1-0,"French Defense: Advance Variation, Euwe Variation",C02,https://lichess.org/i71I02Vz,300+5,Normal
woofo,SomberReLiic,1449,1473,1-0,Modern Defense,A40,https://lichess.org/AbaPM4rK,120+3,Normal
Wormhouse,starckv,1651,1936,0-1,Englund Gambit Complex Declined,A40,https://lichess.org/AcTYR9ad,180+0,Normal
Daedela,MagnusMinor,1906,1881,1-0,Guatemala Defense,B00,https://lichess.org/sAaNI4Ze,60+0,Normal
llanes,majid30,1506,1598,0-1,"Italian Game: Two Knights Defense, Fried Liver Attack",C57,https://lichess.org/oCdBUwZi,180+1,Time forfeit
vmer,julesder,1478,1336,0-1,Four Knights Game: Double Spanish,C49,https://lichess.org/90PITJv4,300+0,Normal
rollstark,larmad,1625,1792,1-0,Sicilian Defense,B20,https://lichess.org/RzaB0rwS,60+0,Time forfeit
E4Atreyu,IenpwIII,1500,1501,0-1,Italian Game: Anti-Fried Liver Defense,C55,https://lichess.org/oVEQRO1a,300+0,Time forfeit
sami-br,Bahrein1971,1787,1701,0-1,Philidor Defense,C41,https://lichess.org/CEIfVyvP,300+0,Normal
Peoncete,skiki,1561,1520,1-0,Italian Game,C50,https://lichess.org/Kj2DyxyL,1800+0,Normal
cheeserob,automovil,1786,1301,1-0,Philidor Defense,C41,https://lichess.org/cQxS0u7w,2700+30,Time forfeit
damonachey,Javierjmc,1725,1925,0-1,Pirc Defense #3,B07,https://lichess.org/OydHxvqy,600+0,Normal
Madrugas,busko,1500,1657,0-1,Ruy Lopez: Steinitz Defense,C62,https://lichess.org/T7rOIzMD,1200+8,Normal
dcwoods,lemond,1872,1946,0-1,Benoni Defense: Hromadka System,A57,https://lichess.org/pVdaVE7c,180+0,Normal
SLiMMuX,bilis,1788,1851,0-1,Trompowsky Attack,A45,https://lichess.org/xFnPI3QX,900+10,Normal
Artem979,eyklein,1685,1655,1-0,Semi-Slav Defense: Main Line,D45,https://lichess.org/ygtsu4Sp,300+5,Normal
sir-ario,Trishop,1907,1986,1-0,"Ruy Lopez: Closed Variations, Pilnik Variation",C90,https://lichess.org/Ibw2p7CN,600+10,Normal
mestrerusso,DefeatIsLife,1762,1458,1-0,Modern Defense: Two Knights Variation,B06,https://lichess.org/FMbsXO87,60+0,Normal
steve4000,pizale,1693,1214,1-0,Queen's Pawn Game: Chigorin Variation,D00,https://lichess.org/RtThmIDh,600+0,Normal
Nuppo,salteria,1485,1460,1/2-1/2,Modern Defense,A40,https://lichess.org/uxZi9YYJ,300+2,Normal
peterrock,muller89,1652,1576,1-0,Sicilian Defense,B50,https://lichess.org/iHUznZqn,480+0,Normal
Carlo_Rossi,sasoulas,1936,1818,1-0,"Gruenfeld Defense: Exchange Variation, Modern Exchange Variation",D85,https://lichess.org/Bc3SSxca,480+5,Normal
thebluesfan,thomasmouu,1633,1409,0-1,French Defense: Mediterranean Defense,C01,https://lichess.org/Fp58Tkok,900+1,Normal
Bichomontuno,Kromas,1578,1623,1-0,Lion Defense: Lion's Jaw,B07,https://lichess.org/8a8rTxQO,600+0,Normal
topological,alfa20151129,1684,1704,0-1,Pirc Defense #4,B07,https://lichess.org/Qc9cwnYR,60+1,Normal
ninepoundhammer,Viniboy,1610,1606,0-1,Elephant Gambit,C40,https://lichess.org/kbNYKnBw,1200+0,Normal
sdiqx,alejandrodolohov,1741,1642,1-0,"Vienna Game: Stanley Variation, Three Knights Variation",C28,https://lichess.org/tZ1kxZeK,30+0,Time forfeit
jausa,the_wassel,1892,1948,1-0,"French Defense: Advance Variation, Euwe Variation",C02,https://lichess.org/F9wVXpxv,180+0,Time forfeit
salva1714,rioderaca,1961,1681,1-0,Sicilian Defense,B20,https://lichess.org/ojGFgYmo,180+0,Time forfeit
erg57,Magikl,1864,1840,1-0,French Defense: Knight Variation,C00,https://lichess.org/Yml5CXrM,900+10,Normal
forcro,GrandZen,1549,1569,1-0,Philidor Defense #3,C41,https://lichess.org/cp9JfOzL,180+7,Normal
Assault_1,penach0,1500,1372,1-0,"Queen's Gambit Declined: Tarrasch Defense, Pseudo-Tarrasch",D30,https://lichess.org/lnyuogka,240+8,Normal
pjk0126,evgeniy_yash,1795,1550,1-0,Bishop's Opening: Boi Variation,C20,https://lichess.org/36pQBG8B,180+30,Normal
bart1602,goranserbia86,1278,1586,0-1,Queen's Pawn Game: Chigorin Variation,D02,https://lichess.org/tipykRWI,300+10,Normal
zaq1,Queenlml,1576,1665,0-1,Ruy Lopez: Berlin Defense #2,C65,https://lichess.org/lCNCNAoA,420+2,Normal
kaspolsen2000,childrenofmen,1302,1597,0-1,"King's Gambit Declined, Queen's Knight Defense",C30,https://lichess.org/kWiS1sKq,60+1,Normal
IGORI,jrsc,1735,2110,1-0,Sicilian Defense,B20,https://lichess.org/t4dbORjU,180+8,Normal
PURGATORIO1,sarcin,1300,1505,0-1,Sicilian Defense: Bowdler Attack,B20,https://lichess.org/2g7cBGFM,300+0,Time forfeit
sjel,holisal,1467,1462,0-1,King's Pawn Game: Leonardis Variation,C20,https://lichess.org/vAZ2UEWm,600+0,Normal
Master_Chief,rg19022,1729,1777,1-0,Van't Kruijs Opening,A00,https://lichess.org/NqNZNHEP,60+0,Normal
ingenioso,balak,1651,1278,1-0,Polish Opening,A00,https://lichess.org/06yiRj7E,180+0,Time forfeit
PawnOfGerald,marr,1832,1603,1-0,Sicilian Defense,B27,https://lichess.org/PcDCCnvl,-,Normal
Moqueguanito,Assis49,1612,1774,0-1,Bird Opening: From's Gambit,A02,https://lichess.org/IH8r4ESG,600+0,Normal
DarthDino44,TR16,1449,1602,0-1,Caro-Kann Defense: Advance Variation,B12,https://lichess.org/4exGCUD7,600+0,Normal
Kykyto,r1tch1e,1563,1500,1-0,Scotch Game,C45,https://lichess.org/isWpMLci,120+0,Normal
huilcomeli,rubentrepanos,1765,1698,0-1,"King's Gambit, Falkbeer Countergambit Accepted",C31,https://lichess.org/qDdwVsSN,1200+8,Normal
Gilitrutt,yilverrrrr,1983,1957,0-1,Bird Opening: Dutch Variation,A03,https://lichess.org/JSVlou6n,30+0,Time forfeit
toofan2000,mabdalvand,1523,1500,1-0,Scandinavian Defense,B01,https://lichess.org/ONHEsjh4,600+0,Normal
capivarabrasil,Eukaryoot,1648,1812,0-1,Gruenfeld Defense,D80,https://lichess.org/S4gS9Fpt,180+0,Time forfeit
Gigioh,raspa65,1648,1476,0-1,Horwitz Defense,A40,https://lichess.org/kQmxYGxI,120+0,Time forfeit
zdravko_angelovski,CamiloEstrada,1905,1432,1-0,Modern Defense,B06,https://lichess.org/97yVvtHS,600+8,Normal
GoianiaGO,AxiomsAndProof,1748,1959,0-1,Scandinavian Defense: Main Line,B01,https://lichess.org/YebRQ5c5,30+0,Normal
ohwhen,mickeymcmouse,1474,1866,0-1,Center Game: Normal Variation,C22,https://lichess.org/4QqxXKwS,1200+0,Normal
chacho21,speed2222,1548,1777,0-1,Old Benoni Defense,A43,https://lichess.org/AxmfxBcI,60+0,Time forfeit
RTBarrett,Chessnost,1834,1849,1-0,Benoni Defense: Old Benoni,A43,https://lichess.org/efrz7RG7,900+0,Normal
ajedrez001,JeanValjeanX,1915,2019,0-1,Hungarian Opening: Slav Formation,A00,https://lichess.org/vipOs55a,600+0,Normal
Alienwonder,HarvLRev,1427,1611,0-1,Sicilian Defense: Bowdler Attack,B20,https://lichess.org/F3E56i0S,60+0,Normal
RajdNaSosnowiec,ebb1,1935,1609,1-0,Sicilian Defense: Open #3,B32,https://lichess.org/22NksTMF,900+15,Normal
mgciro,faouziharrabi,1918,1872,1-0,Van't Kruijs Opening,A00,https://lichess.org/8wiRxzMJ,180+0,Normal
limprevisto,Grote_haas,1703,1983,0-1,Caro-Kann Defense,B10,https://lichess.org/dtCF1DAc,300+3,Normal
vazirazam,karl333,1857,1865,0-1,"Ruy Lopez: Morphy Defense, Classical Defense Deferred",C70,https://lichess.org/kDd22h1W,180+0,Time forfeit
eugebcn,Reinaldo555,1908,1848,0-1,"King's Indian Defense: Four Pawns Attack, Dynamic Attack",E76,https://lichess.org/ZG9oqAOO,900+10,Time forfeit
SchrodsCat,james_9,1558,2090,0-1,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/lSdW1apa,180+0,Normal
Interist,diegonicola,1501,1364,1-0,Philidor Defense #2,C41,https://lichess.org/q5lrZAMe,600+10,Normal
mixelsonK,jigokumon,1449,1534,1-0,Colle System #2,D05,https://lichess.org/6c7CcleK,120+2,Normal
Arsenicum7,garcialj,2115,1514,1-0,English Opening: Agincourt Defense #2,A13,https://lichess.org/Kbc2EP82,600+0,Normal
eusstas89,kochergin72,1820,1788,1-0,Queen's Gambit Refused: Baltic Defense,D02,https://lichess.org/4O1Ewf2X,600+2,Time forfeit
dopli,perkepon,1776,1873,1-0,Queen's Gambit Refused: Chigorin Defense #3,D07,https://lichess.org/nqlZFqkb,60+0,Time forfeit
martin666,Dufraisne,1538,1513,1-0,Dutch Defense,A80,https://lichess.org/8ykBnSQC,480+1,Normal
gustavosants,behsam,1414,1439,0-1,English Opening: Symmetrical Variation,A30,https://lichess.org/7ZQD5Vtk,480+10,Time forfeit
cubacapanegra,GedionZelalemAFC,1680,1711,1-0,Sicilian Defense: McDonnell Attack,B21,https://lichess.org/kPIPjX6O,300+0,Normal
mustis,JeSuisEnEchec,1360,1441,1-0,Philidor Defense #3,C41,https://lichess.org/Tiwr75Oh,300+3,Time forfeit
chanchofuncky,ottobitunbyte,1630,1717,1-0,Queen's Pawn Game #3,D00,https://lichess.org/3lPuoSby,480+0,Time forfeit
cesargil2015,freedombanker,1433,1536,0-1,Nimzo-Larsen Attack: Modern Variation #2,A01,https://lichess.org/1iD4V8ds,420+1,Time forfeit
dusan345,Igormaster666,1581,1637,1-0,Sicilian Defense: Accelerated Dragon,B36,https://lichess.org/T18s7QJE,180+0,Normal
srw98,worldchess365,1811,1610,0-1,Sicilian Defense: Closed Variation,B23,https://lichess.org/0uzO1euX,60+0,Time forfeit
Chachooooo,KurisuMakise,1729,2163,0-1,French Defense: Knight Variation,C00,https://lichess.org/LrrIHpmB,300+0,Normal
r0l3t3,ormo22,1475,1443,1-0,King's Pawn Game: Damiano Defense,C40,https://lichess.org/PWW792Yq,180+5,Normal
lizzo81,inthebighooy,1763,1637,1-0,Ruy Lopez: Steinitz Defense,C62,https://lichess.org/NMxG4PEy,240+6,Normal
marcosxxx,dads25,1627,1622,1-0,Philidor Defense #3,C41,https://lichess.org/3kBnJGIu,900+0,Time forfeit
cosmiccommunist,senbasla,1638,1908,0-1,Sicilian Defense: Accelerated Dragon,B36,https://lichess.org/Myf6xuLw,600+0,Normal
ruffinillo,waltejoh,1695,1615,0-1,Sicilian Defense #2,B54,https://lichess.org/tEo6US5y,300+0,Normal
bak642000,Bozin,1955,1967,1-0,"Italian Game: Two Knights Defense, Fried Liver Attack",C57,https://lichess.org/xvSJtqqG,720+0,Normal
Jerezev,Nitroke93,2236,1611,1-0,Ruy Lopez: Steinitz Defense,C62,https://lichess.org/7OhT5zJ2,180+0,Normal
CampusIV,moizes,1550,1511,0-1,Queen's Pawn Game #3,D00,https://lichess.org/AOOZa0cf,900+0,Normal
Archimede1996,beratxxx127,1557,1263,1-0,Queen's Pawn Game: Levitsky Attack,D00,https://lichess.org/jyuEdcWw,420+8,Normal
paul2chess3,simbali,1658,1925,0-1,"French Defense: Classical Variation, Delayed Exchange Variation",C11,https://lichess.org/Mp2CxmIy,300+0,Normal
cfhuft,SheldonRampton,1404,1586,1-0,Bishop's Opening,C23,https://lichess.org/QD4RzvEJ,300+5,Normal
kick,Gazorpazorpfield,1641,1726,0-1,"Sicilian Defense: O'Kelly Variation, Normal System, Taimanov Line",B28,https://lichess.org/lC51lk7r,120+0,Time forfeit
lee100,miromonte,1674,1613,0-1,King's Knight Opening,C40,https://lichess.org/wTBmMMCF,300+0,Normal
frshvctm,Supar,1622,1489,0-1,Modern Defense,A40,https://lichess.org/y0xVrQZ2,720+12,Time forfeit
gala22,eomanx5,1962,1786,0-1,Philidor Defense #3,C41,https://lichess.org/K50LBM7s,900+0,Normal
snarfels,Gapawa,1848,2062,1-0,English Opening: King's English Variation,A20,https://lichess.org/SNbmyk7o,60+0,Time forfeit
LolaWeasley,santi7u7,1813,1202,0-1,Nimzowitsch Defense: Franco-Nimzowitsch Variation,B00,https://lichess.org/K5Ci4j3E,-,Normal
flogisto,probando,1579,1715,0-1,Caro-Kann Defense,B10,https://lichess.org/av6bqltj,120+1,Time forfeit
Masterkill1,lichinut,1664,1784,0-1,English Defense #2,A40,https://lichess.org/BRBDWaSD,30+0,Time forfeit
chessstudent67,jeffyboy91,1530,1487,0-1,Ponziani Opening,C44,https://lichess.org/HQXXtgaw,900+5,Normal
Ezequielluis,eluno,1570,1658,1-0,Italian Game: Anti-Fried Liver Defense,C55,https://lichess.org/jFHJ54N6,900+10,Normal
sciroff,Dragonhg,2155,1574,1-0,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Old Line",B78,https://lichess.org/QhD9v20o,180+0,Normal
methadone,restriction,1446,1374,0-1,Three Knights Opening,C46,https://lichess.org/3PctTBtT,600+0,Normal
Kristensen,judgementknight,2133,1814,1-0,Englund Gambit Complex: Englund Gambit,A40,https://lichess.org/YBga4lec,900+15,Normal
CalcularLimitada,Thomas_J,1864,1765,1-0,King's Pawn Game: Nimzowitsch Defense,B00,https://lichess.org/EE8vD3VW,900+0,Time forfeit
Piper123,ROSARIOSUELDOS,1996,1755,1-0,Nimzo-Indian Defense: Ragozin Variation,E20,https://lichess.org/SicoiUck,480+0,Time forfeit
GIL180363,mojeabi,1870,1877,0-1,Pirc Defense #4,B07,https://lichess.org/kcADNXf1,240+0,Normal
houra,jota3,1399,1484,0-1,"Queen's Gambit Accepted: Central Variation, Modern Defense",D20,https://lichess.org/jWc3OTHt,480+0,Time forfeit
timoha60,roiz77,1752,1815,0-1,King's Gambit,C30,https://lichess.org/rOZ6Wro3,180+0,Time forfeit
PlanB-Amsterdam,DANIEL76,1769,1948,1-0,Philidor Defense #2,C41,https://lichess.org/poz4zWrS,600+0,Normal
leo5t,Matheusll,1510,1410,1-0,Sicilian Defense: Old Sicilian,B30,https://lichess.org/SN9vygxi,180+2,Normal
MASTERoftheUNIVERSE,miguelcarias,1913,1725,1-0,Slav Defense: Schlechter Variation,D15,https://lichess.org/ko8bFofN,180+0,Time forfeit
StockfishLevel1,UOMORAGNO1,1476,1850,0-1,"French Defense: Advance Variation, Paulsen Attack",C02,https://lichess.org/bNkrxRGc,600+0,Normal
Backchess23,fabarod,1692,1602,0-1,King's Pawn Game: Busch-Gass Gambit,C40,https://lichess.org/UMqXwDbr,300+8,Normal
davematthews,TheBifurcator,1551,1705,1-0,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/WMCTbmU5,3600+5,Normal
EmmanuellMiq,quocvietcva,1834,1765,0-1,"King's Indian Defense: Normal Variation, Rare Defenses",E90,https://lichess.org/VSM2ZSCX,180+1,Normal
Vax,Riccardoscacchi,1862,1695,1-0,Duras Gambit,B00,https://lichess.org/RORsWazc,900+0,Normal
mossall,LYDHER,1692,1946,0-1,Bird Opening: Dutch Variation,A03,https://lichess.org/Ybiv3F0K,300+8,Normal
joshua131313,artas123,1586,1884,0-1,Indian Game,A45,https://lichess.org/8oyZqAYK,1800+0,Normal
FairyGirl83,laulau_ramones,1500,1545,0-1,Queen's Pawn Game,D00,https://lichess.org/rcaBkUfc,-,Normal
aliyevor,cheeseyou,1548,1557,0-1,Scotch Game,C45,https://lichess.org/VCkBNPd7,300+0,Normal
memellow,mat5100,1520,1777,0-1,Bishop's Opening,C23,https://lichess.org/XPwGIwHj,480+0,Time forfeit
TironisLux,MorphyAgain,1652,1974,0-1,Scandinavian Defense,B01,https://lichess.org/G26TxTBh,600+0,Normal
bobbytal,soperco,1831,1914,0-1,Sicilian Defense: Kveinis Variation,B40,https://lichess.org/9XYLVZVs,300+0,Time forfeit
eop,Lubimov,1515,1361,0-1,Sicilian Defense: Old Sicilian,B30,https://lichess.org/qx6TprzC,300+0,Time forfeit
KingBaobab,vsarunov,1555,1579,1-0,"King's Gambit Declined, Queen's Knight Defense",C30,https://lichess.org/EykyV8I1,480+0,Normal
