white,black,white_elo,black_elo,result,opening,eco,site,time_control,termination,white_country,white_title,white_preferred_game,white_peak_bullet,white_peak_blitz,white_peak_rapid,white_peak_classical,white_total_wins,white_total_draws,white_total_losses,black_country,black_title,black_preferred_game,black_peak_bullet,black_peak_blitz,black_peak_rapid,black_peak_classical,black_total_wins,black_total_draws,black_total_losses
SnakeBite,GabinoLupin,1661,1798,0-1,Bird Opening,A03,https://lichess.org/ZiUfOBcl,120+1,Time forfeit,,,blitz,,1956.0,,,38164,3527,38337,,,blitz,,1897.0,,,26954,2982,23388
szokericsi,MarkFreeman,1462,1662,0-1,Nimzo-Larsen Attack: Modern Variation,A01,https://lichess.org/d4IHYEJi,-,Normal,,,correspondence,,,,,47,20,201,,,correspondence,,,,,252,26,117
mizzau,zulras,1762,1692,1-0,Ruy Lopez: Berlin Defense #2,C65,https://lichess.org/gLropPPU,900+8,Normal,,,rapid,,1666.0,1854.0,1844.0,8219,1443,6690,,,puzzle,,,,,1034,78,805
palaunisi,carlosgn,1603,1549,1-0,"Italian Game: Classical Variation, Giuoco Pianissimo",C53,https://lichess.org/3kyAuMTV,420+0,Normal,,,blitz,,1599.0,,,14433,918,10922,,,puzzle,1348.0,1518.0,1612.0,1751.0,15614,1104,6105
GMBlunder,antoniobo62,2016,1845,1-0,King's Indian Attack,A07,https://lichess.org/0F0rAqXY,180+0,Normal,,,unknown,,,,,0,0,0,,,bullet,2155.0,1907.0,,,26745,1491,25517
mar_matt,Grzybowski,1742,1747,0-1,Queen's Pawn Game: Symmetrical Variation,D02,https://lichess.org/S1ca7bGw,300+8,Normal,,,unknown,,,,,0,0,0,,,puzzle,,,,,153,14,194
talivancdhidalgomich,primetime,1827,1761,1-0,"Scandinavian Defense: Main Line, Mieses Variation",B01,https://lichess.org/8h9MOW1u,180+0,Normal,,,blitz,,,,,604,39,865,,,blitz,1988.0,1812.0,2039.0,,9475,531,9732
Ivanhoe123,drusso,1785,1774,1-0,Horwitz Defense,A40,https://lichess.org/T0gvdHLd,600+0,Normal,,,rapid,,,,,5648,667,3360,,,rapid,,,,,1058,93,778
dpikos,chessilicious,1189,1652,0-1,Scandinavian Defense: Boehnke Gambit,B01,https://lichess.org/aWVd8uAX,120+0,Time forfeit,,,bullet,1785.0,,,,26426,3050,38673,,,blitz,,1858.0,,,20654,1211,20971
tmorgan,tracekc,1584,1584,1-0,Van't Kruijs Opening,A00,https://lichess.org/9J34AjJi,300+5,Normal,,,rapid,,,,,1385,150,2106,,,rapid,,1757.0,1465.0,,1249,154,1580
Lerige,Zoak,1382,1856,0-1,Pirc Defense: Classical Variation,B08,https://lichess.org/zDWdEXTr,180+3,Normal,,,puzzle,,,,,2310,253,6801,,,puzzle,1897.0,1926.0,,,8720,416,4766
chiuchiu74,Loopoetam,1500,1544,0-1,Scandinavian Defense,B01,https://lichess.org/yDma8Ezg,600+0,Normal,,,blitz,,1907.0,,,3135,765,2912,,,puzzle,,,,,305,26,302
marossi,bartolino,1409,1826,0-1,French Defense: Queen's Knight,C00,https://lichess.org/7GKdVdpP,240+0,Normal,,,blitz,,,,,870,37,1315,,,bullet,,,,,36218,859,11156
riadh051,Artem_S,1889,1679,0-1,Sicilian Defense: Hyperaccelerated Fianchetto,A42,https://lichess.org/6kcnY8e1,300+0,Time forfeit,,,puzzle,2072.0,,,,2262,118,1723,,,blitz,,1923.0,,,14202,1183,14713
isaia95,dezm1962,1247,1685,0-1,Vienna Game: Anderssen Defense,C25,https://lichess.org/o0vAZceI,600+0,Time forfeit,,,bullet,,,,,1140,81,1393,,,rapid,,,,,5446,616,5624
khalilhabita,latinac,1943,1975,1-0,Sicilian Defense: Alapin Variation,B22,https://lichess.org/Q28hjSob,300+8,Normal,,,puzzle,,,,,1568,151,1343,,,puzzle,,,,,900,70,395
Bitatum,jfigueroaucsc,1627,1663,0-1,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",C57,https://lichess.org/RQObL9Tn,900+0,Normal,,,rapid,,,1596.0,,2042,116,2138,,,rapid,,,1743.0,,1900,221,2367
dubonnet,Camiri,1720,1638,0-1,Van't Kruijs Opening,A00,https://lichess.org/wwsSk40l,300+0,Normal,,,blitz,,2029.0,,,19293,2484,19475,,,blitz,1893.0,1802.0,,,20695,2397,21554
sniperchess,Carrinthe,2023,1748,1-0,Sicilian Defense: Closed,B24,https://lichess.org/pI94wrAE,120+5,Normal,,,blitz,,,,,4634,441,3290,,,blitz,,1913.0,,,4407,479,4270
bayaw,giuseppegvs,1646,1345,1-0,Philidor Defense #3,C41,https://lichess.org/6nyTFqYD,300+5,Normal,,,rapid,,,1661.0,,7894,513,8497,,,blitz,,1190.0,1386.0,,2865,291,3704
smiks,mustermark,1476,1478,0-1,Ruy Lopez: Berlin Defense #2,C65,https://lichess.org/LIYHE54I,300+4,Time forfeit,,,blitz,,1482.0,,,4706,614,6087,,,blitz,,1258.0,,,2167,160,2168
tmkszch,loporov,1713,1574,1-0,Italian Game: Anti-Fried Liver Defense,C55,https://lichess.org/56kNa78p,600+5,Normal,,,rapid,,,1632.0,,11052,1141,10818,,,rapid,,,1266.0,1545.0,1108,91,1659
Mshir,Julian88888888,1457,1645,0-1,Queen's Pawn Game: Mason Attack,D00,https://lichess.org/4e8n3NZa,120+1,Time forfeit,,,unknown,,,,,0,0,0,,,unknown,,,,,0,0,0
John_Nash,baranaa,1770,1678,1-0,"Italian Game: Two Knights Defense, Polerio Defense, Bishop Check Line",C58,https://lichess.org/LeHY0BQ2,300+10,Normal,,,blitz,,1636.0,,,3187,291,3553,,,rapid,,,,,85,7,172
Hanamuke,pablo686,1391,1441,1-0,Ruy Lopez: Vinogradov Variation,C60,https://lichess.org/N1AA3TOY,300+20,Normal,,,puzzle,,,1890.0,,4229,274,4315,,,unknown,,,,,0,0,0
Deenniis,Scoopi,1257,1610,1-0,Sicilian Defense: Smith-Morra Gambit #2,B21,https://lichess.org/P8sgwyLD,180+0,Normal,,,blitz,,,,,349,78,961,,,unknown,,,,,0,0,0
Teutone,rozped89,1534,1316,0-1,Four Knights Game: Italian Variation,C50,https://lichess.org/MR6ELLlU,300+5,Normal,,,puzzle,,,,,892,64,880,,,blitz,,1250.0,,,602,29,1310
jmaltby,Nenad123,1583,1560,1-0,"King's Gambit Declined, Classical Variation",C30,https://lichess.org/aRZMWIvz,600+10,Normal,,,rapid,,,1817.0,,2228,304,2372,,,rapid,,,,,762,67,837
thefinalzugzwang,DannyHoward,1873,1358,1-0,Russian Game: Three Knights Game,C42,https://lichess.org/0SENVGAM,300+3,Normal,,,bullet,,1903.0,,,3229,350,2807,,,puzzle,,,,,853,72,630
tonto27,sacas,1686,1546,1-0,Bishop's Opening: Boi Variation,C20,https://lichess.org/jBg4fkZA,1080+5,Normal,,,puzzle,,,1471.0,,3492,415,3880,,,rapid,,,,,505,46,1128
ADZ124,potsy722,2000,1940,0-1,King's Indian Attack: Sicilian Variation,A08,https://lichess.org/egWsb4fH,60+0,Normal,,,bullet,,,,,1242,59,972,,,bullet,,,,,73829,2015,45244
spatialdasein,bah1333,1492,1613,1-0,Scandinavian Defense: Main Line,B01,https://lichess.org/8LYkTJwy,120+0,Normal,,,bullet,1277.0,1460.0,,,6705,171,6848,,,blitz,,,,,658,44,504
marco2771,BetoRv,1868,1983,0-1,Catalan Opening: Open Defense,E04,https://lichess.org/lGfcGINO,600+0,Normal,,,unknown,,,,,0,0,0,,,blitz,,,,,455,38,778
yahoojames,omar2,1721,1878,0-1,Vienna Game: Falkbeer Variation,C26,https://lichess.org/4Znr47fs,300+0,Normal,,,unknown,,,,,0,0,0,,,blitz,1747.0,1970.0,,,25424,1734,22254
rugbyab,Rich_22_Bro,1678,1287,0-1,Nimzowitsch Defense: Franco-Nimzowitsch Variation,B00,https://lichess.org/0auy37Yr,300+0,Normal,,,bullet,1659.0,1743.0,,,3982,329,3623,,,blitz,,,,,113,5,145
DaarioNaharis23,chesssn1992,1926,1927,1-0,Sicilian Defense: Snyder Variation,B20,https://lichess.org/UOM5LwFs,60+0,Time forfeit,,,unknown,,,,,0,0,0,,,unknown,,,,,0,0,0
Johncito16,ROTROT,1860,1785,1-0,Sicilian Defense: McDonnell Attack,B21,https://lichess.org/PDqkLXGq,300+8,Normal,,,blitz,2409.0,2303.0,2282.0,,11947,1433,12919,,,puzzle,,,,,3110,196,3400
sergior2016fev02,daamien,1500,1401,1-0,Caro-Kann Defense: Exchange Variation,B13,https://lichess.org/pNkLVWDc,300+0,Normal,,,blitz,,,,,12,1,11,,,bullet,1483.0,1645.0,1717.0,,17909,1247,17945
Ghiri,davelawr,1500,1476,0-1,Mieses Opening,A00,https://lichess.org/dvpGHW9C,120+1,Time forfeit,,,rapid,,,,,1,0,11,,,bullet,1786.0,,,,20970,1063,18557
capablanca31,piroballesha92,1878,1523,1-0,"Queen's Gambit Refused: Chigorin Defense, Janowski Variation",D07,https://lichess.org/Npu82vvQ,600+0,Normal,,,unknown,,,,,0,0,0,,,rapid,,,,,196,26,284
milena2006,Xerth,1601,1359,1-0,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/E4CRwsGx,900+10,Normal,,,rapid,,,1520.0,,5997,296,4267,,,puzzle,,,,,71,16,185
Nerviens,Snicklefritzed,1613,1650,1-0,"Italian Game: Two Knights Defense, Polerio Defense, Bishop Check Line",C58,https://lichess.org/XYwfoso5,360+3,Normal,,,unknown,,,,,0,0,0,,,unknown,,,,,0,0,0
junji,fliubo,1798,1876,1-0,Sicilian Defense,B20,https://lichess.org/7sIW1QPk,300+0,Normal,,,puzzle,,,,,3434,352,3438,,,blitz,,,,,161,17,80
gagi59,pepelatorre,1650,1558,1-0,Philidor Defense #2,C41,https://lichess.org/xeyueI0a,480+0,Normal,,,rapid,,,1605.0,,12899,1250,15828,,,rapid,,,,,579,45,986
Gamma1,MAJIDMB,1980,1909,0-1,"Sicilian Defense: Modern Variations, Tartakower",B53,https://lichess.org/eOsCH9UG,180+0,Time forfeit,,,bullet,2329.0,,,,21672,1009,20890,,,blitz,2118.0,2135.0,,,12252,990,16516
Grino,bobina7,1410,1477,1-0,Center Game,C21,https://lichess.org/Q5s9i0ho,0+4,Normal,,,puzzle,,,,,12020,967,9687,,,bullet,2106.0,1766.0,2054.0,,33341,1335,19234
karmirad5,thepwr,1669,1833,1-0,Italian Game: Classical Variation #2,C53,https://lichess.org/k2VrBo6S,900+4,Normal,,,rapid,,,,,3631,163,4603,,,rapid,,,,,2666,346,2516
Chessstrojan,Gandalfs,1780,1752,0-1,French Defense: Exchange Variation,C01,https://lichess.org/1JfUczUO,900+2,Time forfeit,,,rapid,,,,,835,84,781,,,bullet,1791.0,1864.0,,,31629,719,36267
CREEDY,jorsahmat,1829,1947,0-1,Indian Game: West Indian Defense,E61,https://lichess.org/ZK5OXpWi,180+0,Normal,,,blitz,,,,,429,45,733,,,bullet,,,,,113,5,60
Georgesantosbrasil,SdDidfD,1499,1385,1-0,"Nimzowitsch Defense, Declined Variation",B00,https://lichess.org/ulSM8n5V,300+4,Normal,,,puzzle,,,,,164,1,64,,,blitz,,,,,908,73,1073
sava777,813,1911,1908,1/2-1/2,French Defense: Exchange Variation,C01,https://lichess.org/LiRnIrQZ,180+0,Time forfeit,,,blitz,,,,,73,14,111,,,unknown,,,,,0,0,0
skub,Mongol3505,1552,1561,1-0,Slav Defense #2,D10,https://lichess.org/7KlIdcgD,60+8,Normal,,,blitz,,1837.0,,,13788,1060,12767,,,unknown,,,,,0,0,0
Kush001,pawnupnusa,1446,1401,1-0,French Defense #2,C00,https://lichess.org/wAcPFDea,240+3,Normal,,,blitz,,1306.0,,,4399,294,4919,,,blitz,,,,,4434,396,6843
Calmageddon,dario7218,1674,1720,0-1,Polish Opening: King's Indian Variation,A00,https://lichess.org/uKpzbqep,300+0,Normal,,,blitz,,,,,1990,237,2278,,,bullet,1831.0,1878.0,,,34101,2561,34542
Abismuth,kankertyfus,1669,1693,1-0,"Queen's Pawn Game: Veresov Attack, Classical Defense",D01,https://lichess.org/tJduK3vM,300+0,Time forfeit,,,puzzle,,,,,827,37,792,,,bullet,,,,,7003,429,5909
sweetnicolasParis,SirHerpington,1539,1657,0-1,"Italian Game: Scotch Gambit, Janowski Defense",C55,https://lichess.org/ayvxUSx7,360+0,Normal,,,blitz,,,,,1711,109,3176,,,unknown,,,,,0,0,0
capablanco,unclewilly,1622,1980,0-1,Sicilian Defense: Delayed Alapin Variation,B40,https://lichess.org/pnB8XNrD,300+4,Normal,,,bullet,,,,,7328,346,10345,,,blitz,,2074.0,2218.0,,15627,1639,7655
MartyredMaverick,petrosyan15,1313,1775,0-1,French Defense: La Bourdonnais Variation,C00,https://lichess.org/VvHHZs8e,300+0,Normal,,,blitz,,,,,58,12,266,,,blitz,,,,,4603,452,4807
Pica_pica,Kotov_Syndrome,1846,2032,0-1,Alekhine Defense: Two Pawn Attack,B02,https://lichess.org/NHozxYvf,-,Normal,,,unknown,,,,,0,0,0,,,antichess,,,,,108099,8700,67842
dimboo,robamoroso,1785,1647,0-1,Philidor Defense: Exchange Variation #3,C41,https://lichess.org/JL7wLZvQ,360+3,Normal,,,unknown,,,,,0,0,0,,,blitz,,1384.0,,,30912,2956,31457
Aurorachess11,NoBanPlease,1793,2025,0-1,Mieses Opening,A00,https://lichess.org/hnh83pfF,60+0,Time forfeit,,,bullet,,,,,70726,5816,71732,,,bullet,2237.0,,,,47306,2954,25736
Alkiara,JuanPalk,1483,1377,0-1,Three Knights Opening,C46,https://lichess.org/ZP4xSbja,420+0,Normal,,,blitz,,,,,1831,186,1319,,,blitz,,1602.0,,,7987,406,9726
Boris_Z2,angeloseraph,1632,1828,0-1,Owen Defense,B00,https://lichess.org/HnvTNNDD,300+0,Normal,,,blitz,1900.0,1838.0,1642.0,,34991,5638,38051,,,blitz,,1871.0,,,12992,1255,9012
asghar57,moisessantos,1640,1686,0-1,"Italian Game: Two Knights Defense, Polerio Defense, Bishop Check Line",C58,https://lichess.org/FkaJcf9c,60+5,Normal,,,blitz,,,,,1240,34,1989,,,blitz,,,,,9304,455,8241
mariamatos,rioancho,1690,1712,0-1,French Defense #2,C00,https://lichess.org/newJSwhH,180+2,Time forfeit,,,blitz,,1974.0,,,2161,334,2407,,,blitz,,,,,22,4,43
Laurus,sipahi,1864,1751,1-0,"Ruy Lopez: Steinitz Defense, Nimzowitsch Attack",C62,https://lichess.org/oGlVJRME,1500+4,Time forfeit,,,classical,,,,,340,45,350,,,rapid,,,,,2545,269,4158
catonyourhead,Tvorac,1248,1593,1-0,Ruy Lopez: Bird Variation,C61,https://lichess.org/EYEdgcac,900+5,Normal,,,puzzle,,,,,31,0,65,,,puzzle,,1752.0,,,1763,115,1661
hasanp85,Arximedis,1803,1759,1-0,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/VObTzfmB,600+0,Normal,,,unknown,,,,,0,0,0,,,blitz,,,,,247,18,394
LadoKarchava,littleboy,1712,1763,1/2-1/2,Center Game: Normal Variation,C22,https://lichess.org/3xBVKxqD,60+5,Normal,,,blitz,,,,,856,79,703,,,unknown,,,,,0,0,0
Jesterking,Falkor1,1811,1872,1-0,Three Knights Opening,C46,https://lichess.org/L273bG6O,300+8,Normal,,,puzzle,,,,,1388,88,824,,,blitz,,1827.0,,,18108,2251,18138
Di_Shi,emmab,1510,1356,0-1,Sicilian Defense,B20,https://lichess.org/WcAxcLrN,1200+10,Normal,,,rapid,,,,,925,63,845,,,classical,,,,,152,15,421
Seredhel,checkmatecity,2017,1948,0-1,English Opening: Mikenas-Carls Variation #2,A18,https://lichess.org/Ii7zm7zy,300+0,Normal,,,bullet,2025.0,2245.0,,,30363,2267,26465,,,bullet,2192.0,,,,5862,552,5775
smazi,grelf,1493,1497,0-1,Sicilian Defense: Closed,B23,https://lichess.org/iN4DTxYs,180+5,Normal,,,puzzle,,,,,536,30,539,,,bullet,,,,,4911,477,6887
pochochon,nanardo,1865,1776,1-0,Indian Game,A45,https://lichess.org/Dk10srD5,300+0,Time forfeit,,,blitz,,,,,5150,290,4174,,,puzzle,,1493.0,1802.0,,10056,614,10453
paleta,Jimj,1790,1837,0-1,Benoni Defense: Modern Variation,A60,https://lichess.org/yfS0hvKw,300+3,Normal,,,blitz,,2003.0,,,42788,5965,38499,,,bullet,,,,,909,54,565
beginchess,bec95,1501,1573,0-1,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",C57,https://lichess.org/Nxcp3PiH,1200+0,Normal,,,rapid,,,1535.0,,3620,276,3560,,,puzzle,,,,,902,43,900
KOYKOY,MasterRoshi,1580,1585,1-0,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,B30,https://lichess.org/Q0mtGOd0,300+0,Time forfeit,,,blitz,,1563.0,,,12955,1271,15065,,,blitz,,1843.0,,,14040,666,14358
erZ00,SunnyMojo,1895,1872,1-0,"Sicilian Defense: Smith-Morra Gambit Accepted, Pin Defense",B21,https://lichess.org/o7ofYlyN,90+0,Normal,,,unknown,,,,,0,0,0,,,bullet,,,,,13955,695,15972
Claudiush,vorapask16,2054,1830,1-0,King's Indian Attack: French Variation,A08,https://lichess.org/YQK8CvYW,300+0,Normal,,,blitz,,,,,421,12,158,,,blitz,,1967.0,,,19793,2159,19817
jorgejlrodrigues,koudelka001,1492,1431,0-1,English Opening: King's English Variation,A20,https://lichess.org/uTTBAAOJ,600+0,Normal,,,rapid,,,,,1613,146,1747,,,rapid,,,,,117,13,215
KJ9,halam123,1724,1751,1-0,Queen's Pawn Game: Zukertort Variation,D02,https://lichess.org/iZOejtxb,600+0,Normal,,,rapid,,,,,785,88,827,,,rapid,,,,,960,55,942
CyberSpriteGirl,xkamil,1637,1458,1-0,Scandinavian Defense: Gubinsky-Melts Defense,B01,https://lichess.org/KzpTM3c3,540+0,Normal,,,rapid,,,,,1596,60,889,,,unknown,,,,,0,0,0
LouietheOneth,Marilina,1439,1520,1-0,Elephant Gambit,C40,https://lichess.org/z5V03pvx,1200+2,Normal,,,rapid,,,,,2074,183,3411,,,rapid,,1058.0,1235.0,,11779,686,13541
Alessiooo,MILVI,1680,1650,1/2-1/2,Queen's Pawn Game: Chigorin Variation,D00,https://lichess.org/steUJ8Ca,1200+1,Normal,,,rapid,,,,,999,133,1467,,,rapid,,,,,1301,102,1093
johnnyhoang,MikiLazovic,1774,2120,0-1,Giuoco Piano,C50,https://lichess.org/m4Xy1qZJ,300+2,Normal,,,blitz,,1754.0,,,2113,167,2422,,,blitz,,,,,2770,237,1459
x7557,armaniii,1941,1734,1-0,Horwitz Defense,A40,https://lichess.org/6nSNKtoG,240+0,Normal,,,unknown,,,,,0,0,0,,,blitz,1571.0,1856.0,,,6756,546,10316
Alucard69,Zgeronix,1402,1477,0-1,Queen's Pawn Game #2,D00,https://lichess.org/cpGstIZh,900+0,Normal,,,rapid,,,1084.0,,3001,103,3478,,,bullet,,,,,552,39,374
harveyg123,Nick_Chess_Helios,1809,1640,0-1,King's Indian Defense: Normal Variation,E70,https://lichess.org/0Hebpvmi,600+0,Normal,,,rapid,,,,,875,63,540,,,rapid,,,,,36,0,48
Pauliran,durvaljunior,1931,1500,1-0,Slav Defense: Three Knights Variation,D15,https://lichess.org/x2gK4euq,900+2,Normal,,,bullet,1928.0,,,,48969,2420,45532,,,blitz,,1330.0,,,369,55,405
kobokobo,Alexander_the_Great,1279,1629,0-1,Center Game: von der Lasa Gambit,C21,https://lichess.org/iPhxyFzV,420+0,Normal,,,rapid,,,,,608,71,1546,,,puzzle,,,,,6122,314,3223
ccssyee,chriss077,1471,1722,1-0,Mikenas Defense,A40,https://lichess.org/X524rpzX,900+3,Normal,,,rapid,,,,,569,69,1400,,,blitz,,1551.0,1741.0,,20041,1363,16190
justinthegreat,itzRomeu,1758,1425,0-1,"English Opening: King's English Variation, Three Knights System",A27,https://lichess.org/NmYKOgWa,600+0,Normal,,,puzzle,,,,,169,15,106,,,bullet,,,,,1034,68,1440
Siagas,camilocancino,1666,1788,0-1,Queen's Pawn Game: Colle System,D04,https://lichess.org/VfLe5hkS,300+0,Normal,,,puzzle,,,,,5530,617,6634,,,bullet,,,,,1132,78,945
babazeba2013,erikelrojo,1542,2214,0-1,Van't Kruijs Opening,A00,https://lichess.org/LKGkpcbp,600+0,Normal,,,unknown,,,,,0,0,0,,,blitz,,,,,8124,515,2228
pappista,microcommega,1767,1946,0-1,Indian Game,A45,https://lichess.org/INtlEDFN,480+0,Time forfeit,,,rapid,,,,,858,117,2443,,,rapid,,,,,14029,376,5907
trancaxo,husref,1921,1731,1-0,Old Benoni Defense,A43,https://lichess.org/Hjor8bKi,600+0,Normal,,,blitz,1671.0,1897.0,1902.0,,30617,2816,33823,,,rapid,,,,,8685,832,8939
borisalexandrov,fandebobby,1636,1374,1-0,Petrov's Defense,C42,https://lichess.org/1GAwh7Nj,300+0,Normal,,,blitz,,1911.0,,,4326,510,4878,,,puzzle,,,,,78,10,311
R2184,JFRB,1448,1462,0-1,Philidor Defense #2,C41,https://lichess.org/E7wbA8d6,900+8,Normal,,,rapid,,,,,4677,222,2707,,,rapid,1145.0,1185.0,1335.0,,1294,134,1400
crixuz,Samstooper,1461,1476,1-0,Italian Game,C50,https://lichess.org/hGihuebt,600+0,Normal,,,puzzle,,,,,1794,101,2224,,,rapid,1081.0,1221.0,1575.0,,5576,439,5851
chessjihad,Thorini,1835,1719,1-0,English Opening: King's English Variation,A20,https://lichess.org/wqWnMf4X,180+0,Normal,,,blitz,,,,,2297,212,1720,,,blitz,,2112.0,,,8860,826,10442
Bertrand47,ibonuribeetxebarria,1543,1864,0-1,Horwitz Defense,A40,https://lichess.org/quoGNvNE,300+0,Normal,,,blitz,,1588.0,,,1841,150,3428,,,blitz,1880.0,1947.0,2125.0,,38609,2772,31901
chancegardiner,Momo-NK,1972,1938,1-0,Sicilian Defense: Closed Variation,B23,https://lichess.org/H510s3gy,300+0,Normal,,,blitz,,1958.0,,,27385,1993,31043,,,blitz,,,,,406,85,686
bilbao2016,whitegirl,1423,1566,0-1,Sicilian Defense: Bowdler Attack,B20,https://lichess.org/61DKBAaG,300+0,Normal,,,blitz,,1517.0,,,13926,1568,14398,,,blitz,,,,,2508,68,776
mariodovasco,Matian,1739,1134,1-0,Caro-Kann Defense,B10,https://lichess.org/hkdv98GT,480+0,Time forfeit,,,blitz,,,,,3741,268,2398,,,rapid,,,,,789,138,2018
edgardsy,BOTKARPRAC,1776,1773,1/2-1/2,Owen Defense,B00,https://lichess.org/AH4TqK3u,600+0,Time forfeit,,,rapid,,,,,1360,60,929,,,blitz,,,,,1089,56,1034
dozitaicho,chudy,1666,1570,0-1,Owen Defense,B00,https://lichess.org/zfcrqIRI,60+4,Normal,,,blitz,1693.0,1876.0,1991.0,,16517,881,16024,,,blitz,1596.0,1702.0,1788.0,,21185,1983,16287
Gigahertz,StuG,1421,1541,1/2-1/2,Hungarian Opening,A00,https://lichess.org/moMmagb4,480+4,Time forfeit,,,blitz,,,,,780,51,800,,,puzzle,,,,,1068,72,690
sarooman,dannie49,1610,1787,0-1,"English Opening: Anglo-Indian Defense, Hedgehog System",A17,https://lichess.org/H212WJMJ,300+0,Time forfeit,,,rapid,,,,,633,37,537,,,bullet,,,,,1697,69,1519
Xilitol22,_the_boss,1636,1541,1-0,Philidor Defense #2,C41,https://lichess.org/TMeu4aBo,240+0,Time forfeit,,,blitz,1823.0,1829.0,,,5835,413,4233,,,puzzle,,,,,3753,121,3998
karlos_korona,pepi_1800,1982,1933,1-0,Four Knights Game: Italian Variation,C46,https://lichess.org/2euZyXKs,300+5,Normal,,,blitz,1939.0,1990.0,,,2861,181,2980,,,rapid,,,,,3654,295,3335
adilsonchess,psouza1501,1865,1871,1-0,"Ruy Lopez: Berlin Defense, Improved Steinitz Defense",C66,https://lichess.org/I7AGm5pe,300+3,Time forfeit,,,blitz,,,,,2609,148,1007,,,bullet,1844.0,1963.0,2046.0,,28363,2184,27155
handpic11a,samjjames,1765,1713,0-1,Pirc Defense #5,B07,https://lichess.org/AznJcRb2,60+0,Time forfeit,,,bullet,1855.0,,,,6244,175,6615,,,puzzle,,2105.0,,,8328,669,8198
jureVII,Ares246,1732,1342,1-0,Petrov's Defense,C42,https://lichess.org/cuZ61kuW,120+4,Time forfeit,,,bullet,1827.0,1824.0,2024.0,1830.0,20570,1130,18263,,,rapid,,,,,17,12,37
Transit,gguth,1691,1867,0-1,English Opening: Anglo-Scandinavian Defense,A10,https://lichess.org/FGWaGMlh,720+3,Normal,,,blitz,,,,,1961,154,2165,,,rapid,,1768.0,1852.0,,12819,1153,11497
Tennisininkas,andolo,1596,1575,0-1,"King's Gambit Declined, Queen's Knight Defense",C30,https://lichess.org/U4zLXqTl,600+5,Normal,,,rapid,,,,,934,94,844,,,rapid,,1631.0,1711.0,,9683,1193,9162
Cory37,alfo,1731,1898,0-1,Semi-Slav Defense,D43,https://lichess.org/FEAITVI1,600+5,Normal,,,puzzle,,,,,36,1,66,,,unknown,,,,,0,0,0
Save_whale,Trastornomental,1720,1690,0-1,French Defense: Knight Variation,C00,https://lichess.org/28jy8QDT,300+10,Normal,,,blitz,,1549.0,,,3038,110,2294,,,blitz,,,,,4930,404,5789
maan,Murmeltier28,1789,1605,1-0,Nimzowitsch Defense: Williams Variation,B00,https://lichess.org/tYWYvxA4,300+0,Time forfeit,,,blitz,,1845.0,,,11176,888,10714,,,blitz,,1841.0,,,30156,1781,29170
JG22,wickawack,1447,1562,0-1,Nimzo-Indian Defense,E20,https://lichess.org/0jCtQLjT,300+0,Normal,,,unknown,,,,,0,0,0,,,blitz,,1735.0,,,9195,380,4543
timschnittke,KingofKings6,1572,1566,0-1,Scandinavian Defense: Modern Variation #2,B01,https://lichess.org/71zpprRN,60+0,Normal,,,blitz,,1738.0,,,7368,462,4304,,,bullet,1939.0,1717.0,,,24470,971,29576
Fanzy,gorrillabob,1455,1418,1-0,Philidor Defense,C41,https://lichess.org/Pf27doB8,600+7,Normal,,,rapid,,,,,1675,87,495,,,blitz,,,,,863,74,1117
eurostar,NaturalPunishment,2037,1936,1-0,Van't Kruijs Opening,A00,https://lichess.org/o7u7GaZh,60+0,Normal,,,bullet,2362.0,,,,53602,5466,46973,,,bullet,,,,,5505,448,8515
SiviSoko,pipinghotsos,1672,1635,0-1,"English Opening: Anglo-Indian Defense, Hedgehog System",A17,https://lichess.org/W5cBcpVx,300+3,Time forfeit,,,blitz,,,,,1152,71,767,,,puzzle,,,,,932,109,811
Estefan,Rapolas,1682,1647,1-0,King's Pawn Game: Dresden Opening,C44,https://lichess.org/c3Imsom7,600+0,Normal,,,rapid,,,,,245,28,406,,,unknown,,,,,0,0,0
Martinef12,seyed111,1524,1920,0-1,King's Gambit,C30,https://lichess.org/F1QdbKIN,360+0,Normal,,,bullet,,,,,34842,2483,29301,,,blitz,1777.0,1898.0,1883.0,1903.0,51832,2997,34295
ken_e,WinniePuuh,1958,1998,0-1,Borg Defense,B00,https://lichess.org/GfRfyCwt,180+0,Normal,,,rapid,,,2051.0,,6337,617,5757,,,bullet,,,,,6729,376,6759
edwinmnager,funique95,1518,1525,0-1,Kadas Opening,A00,https://lichess.org/aH8sr8kI,600+0,Normal,,,rapid,,,,,282,29,425,,,blitz,,2015.0,1960.0,,6043,662,7621
Guitarman159,kootsky,1805,1861,0-1,King's Indian Attack,A07,https://lichess.org/AHX91vAD,600+0,Normal,,,rapid,,,,,1721,300,1576,,,blitz,,1611.0,,,7516,919,8346
phmv,SquareSixtyfour,1486,1500,0-1,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/i9VZD4i4,120+0,Normal,,,bullet,1199.0,1184.0,,,9315,532,11993,,,bullet,,,,,3376,84,4927
