white,black,white_elo,black_elo,result,opening,eco,site,time_control,termination
trivip37,CyaL,1397,1252,1-0,Center Game #2,C21,https://lichess.org/zq2Uwemm,1500+0,Normal
ottobit8,musicaljerm,1110,1507,1-0,Queen's Gambit Declined: Queen's Knight Variation,D31,https://lichess.org/TuSu4ENC,60+2,Normal
Jefferson1981,WiremuWolfgang,1234,1249,0-1,Bishop's Opening: Berlin Defense,C24,https://lichess.org/SJDX2H7R,180+0,Time forfeit
movzez,rebel13,1072,1506,0-1,Scandinavian Defense,B01,https://lichess.org/fVsOtMgy,540+0,Normal
quowel,onix7474x,1199,1374,0-1,King's Indian Attack,A07,https://lichess.org/rThXav5b,600+0,Time forfeit
swiftwind37,danxter,1130,1266,0-1,"Nimzowitsch Defense, Declined Variation",B00,https://lichess.org/fDkgInBC,600+1,Normal
inma555,TheCastor,982,1073,1-0,Queen's Pawn Game #2,D00,https://lichess.org/WfrI6jMu,420+1,Time forfeit
gtjabi74,hollers,1407,1383,1/2-1/2,Queen's Pawn Game: London System,D02,https://lichess.org/QjNxxFFv,720+3,Normal
izmir27,rajaaa,1092,1465,0-1,"King's Pawn Game: Wayward Queen Attack, Kiddie Countergambit",C20,https://lichess.org/IpS94veZ,180+0,Normal
charbank,breaktheblues,1228,1248,1-0,Queen's Pawn Game: Chigorin Variation,D02,https://lichess.org/cQ8SAEeV,600+0,Time forfeit
stfurich,jhairito,1372,1320,0-1,Vienna Game: Zhuravlev Countergambit #2,C25,https://lichess.org/iOTNtExP,300+3,Normal
dantao,jwayo_on_psn,1648,1078,1-0,"Englund Gambit Declined, Reversed Alekhine",A40,https://lichess.org/TZ6QR57i,600+0,Normal
edoublel,valkybia,1341,1294,1-0,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/5XqDbvqR,300+0,Normal
igrok112,adany16,1537,941,0-1,Ruy Lopez: Classical Variation,C64,https://lichess.org/ekSwPRx5,600+5,Normal
MissRyor,melbrooks1975,992,1161,0-1,Zukertort Opening: Reversed Mexican Defense,A06,https://lichess.org/ThjAMaIQ,300+2,Normal
BigFatPaulie,McImATardUnited,1423,1225,1-0,Queen's Pawn Game,D00,https://lichess.org/ooBotoxl,240+10,Normal
darko80,saturn2sun,1252,1233,0-1,Trompowsky Attack,A45,https://lichess.org/HUzKXBht,900+2,Normal
anastasios,professorwho,1364,1399,1-0,Bishop's Opening: Boi Variation,C20,https://lichess.org/dBBUnZJH,2700+20,Time forfeit
lcwillislll,Fearwater5,1473,1267,0-1,Sicilian Defense: Franco-Sicilian Variation,B32,https://lichess.org/z5qaPVgm,60+3,Time forfeit
anhue90,capestile,1416,1197,1-0,Indian Game,A45,https://lichess.org/FLBKkCgo,120+0,Time forfeit
lafruge,nyashkov,1295,1364,1-0,Queen's Pawn Game #2,D00,https://lichess.org/bd5mtwXm,1500+0,Normal
Nurbull,husamaslan,1197,849,0-1,Center Game #2,C21,https://lichess.org/xQas2Msf,300+0,Time forfeit
Meyer_L,Waldi,1349,1439,0-1,Three Knights Opening,C46,https://lichess.org/Wttv85kU,3600+15,Normal
Parve,sentinelle31,1159,1223,0-1,Caro-Kann Defense,B10,https://lichess.org/QCKNQPIa,360+2,Normal
xadrezinho,It5738,1416,1367,1-0,Italian Game: Schilling-Kostic Gambit,C50,https://lichess.org/ptkytSO2,180+2,Normal
Delorenzi,ciretciret0509,1250,1072,1-0,Sicilian Defense: Bowdler Attack,B20,https://lichess.org/CNQrw6Kp,300+2,Normal
Mippo,JonWalker,1174,1193,1-0,Zukertort Opening: Tennison Gambit,A06,https://lichess.org/nCno7Jyw,600+0,Normal
masoudreza45,RaphWonderchild,1463,1307,1-0,Pirc Defense,B07,https://lichess.org/8B4J6miS,420+0,Normal
tommasino,Pavel1177,1499,1269,1-0,Pirc Defense #4,B07,https://lichess.org/mhI6tXAi,900+0,Time forfeit
giorgo,Davka1712,1134,1458,0-1,King's Pawn Game: Busch-Gass Gambit,C40,https://lichess.org/6bhRLQxx,600+8,Normal
RobTRal9,Alexander-beginner,1340,1113,1-0,Alekhine Defense,B02,https://lichess.org/9AsWaNju,1800+3,Time forfeit
theblackguy,javadnav,1438,1313,0-1,Zukertort Opening: Tennison Gambit,A06,https://lichess.org/J9Q2GGwY,60+2,Normal
Cybernoid,DylantheBear,1415,1382,0-1,"Sicilian Defense: Alapin Variation, Barmen Defense",B22,https://lichess.org/wOtwtpdn,240+4,Normal
nightfreeze,abam,1342,1332,1-0,Pirc Defense #4,B07,https://lichess.org/yUfrQeQS,300+0,Normal
petranhoses,Svjatov,1107,1154,0-1,Three Knights Opening #2,C46,https://lichess.org/tTMToHR2,900+0,Normal
mbulembaev,andersodt,1365,1317,1-0,Sicilian Defense,B20,https://lichess.org/WhpP7DLR,300+0,Normal
SanktPauli,FireLeper,1672,1080,1-0,Bird Opening: Dutch Variation,A03,https://lichess.org/7dVWY17l,120+0,Normal
fora64,undefeatable,1535,1148,1-0,Ware Defense,B00,https://lichess.org/ywc2tHw7,420+0,Normal
kanastas,motion,1333,1383,0-1,Queen's Pawn Game: Mason Attack,D00,https://lichess.org/neWCjw6l,300+3,Normal
spaak,diddy,1329,1432,1-0,French Defense: Knight Variation,C00,https://lichess.org/tLxAv8iu,180+2,Normal
TheBrainFrazzle,brasilwolf,987,1506,0-1,Scandinavian Defense,B01,https://lichess.org/jEzgImHW,240+0,Normal
pertualregret,Mahdifear1234,1145,1031,0-1,Reti Opening,A04,https://lichess.org/LRbVFFcr,660+8,Normal
kanguru,perual2021,1358,1411,0-1,King's Pawn Game: McConnell Defense,C40,https://lichess.org/dOuRZKTH,180+4,Normal
nidjat,RedFlameSword,1325,1373,1-0,Van't Kruijs Opening,A00,https://lichess.org/wFhZi28R,420+0,Normal
Sa7cez,partiallyundead,1380,1191,1-0,Nimzowitsch Defense,B00,https://lichess.org/N1vyyg8D,600+0,Normal
alleenpeter,randhirroy18,1528,1111,0-1,Pirc Defense #5,B07,https://lichess.org/upB9dgwC,120+0,Time forfeit
barde1,avinash_mahesh,1362,1381,1-0,Indian Game: East Indian Defense,E00,https://lichess.org/jwBReuwd,120+1,Time forfeit
morgan3,Dre_Cipher,1270,1476,1-0,"Caro-Kann Defense: Advance Variation, Short Variation",B12,https://lichess.org/S1pHtWA5,60+1,Normal
jigar3001,frankie74,1348,1284,1-0,French Defense: Knight Variation,C00,https://lichess.org/d627Yyl2,300+0,Normal
hockeydbom,Voerman,1446,1320,0-1,Queen's Pawn,A40,https://lichess.org/fsKll1DJ,180+2,Time forfeit
Rapiko,gul,1001,1489,0-1,Van't Kruijs Opening,A00,https://lichess.org/fjMZGlUt,600+10,Normal
syanidar,neofromkgz,1284,1484,1-0,"Englund Gambit Declined, Reversed French",A40,https://lichess.org/y2HDVSSx,900+5,Time forfeit
grechess,rut,1252,1468,0-1,"Russian Game: Modern Attack, Symmetrical Variation #2",C43,https://lichess.org/CYjjKWk2,300+8,Normal
Morel,ilster,1146,1500,0-1,Queen's Pawn Game #3,D00,https://lichess.org/whLWNc7G,780+0,Time forfeit
yvett,caglachess,1500,1071,0-1,Four Knights Game,C46,https://lichess.org/3JVbaqaO,300+0,Normal
andir80,miaucita,1343,1287,1-0,Queen's Gambit Refused: Chigorin Defense,D07,https://lichess.org/qhr0u3C6,-,Time forfeit
carlos9797,peymit,1578,1154,0-1,French Defense: Advance Variation #2,C02,https://lichess.org/WYJAkOPG,180+2,Normal
jackyyes,lunico,1437,1280,1-0,"King's Pawn Game: Wayward Queen Attack, Kiddie Countergambit",C20,https://lichess.org/q4UKOfXI,600+0,Normal
stas777333,srirangan,1296,1422,0-1,French Defense: La Bourdonnais Variation,C00,https://lichess.org/Irk4RK5o,300+0,Normal
trainspotters2,Malaga77,1438,1238,1-0,"King's Pawn Game: Wayward Queen Attack, Kiddie Countergambit",C20,https://lichess.org/OCUWnzFE,600+0,Normal
BlackForce,sean24,1483,1264,1-0,Horwitz Defense,A40,https://lichess.org/DzWqlEe7,900+0,Time forfeit
PawnedMyStuff,lasso6,1405,1376,1/2-1/2,Slav Defense #3,D10,https://lichess.org/PwurndMF,600+0,Time forfeit
papan_bawah,Prathmesh,1406,1202,0-1,Philidor Defense #2,C41,https://lichess.org/dtCuc2xX,900+0,Time forfeit
martan1208,angolanmade,1358,1103,0-1,Philidor Defense #3,C41,https://lichess.org/2hkwlEas,180+5,Normal
ftomi,natnosaj1,1484,1223,1-0,King's Pawn Game: Wayward Queen Attack,C20,https://lichess.org/idD0YNli,300+5,Normal
kiszol,VsevolodSmirnov,1306,1190,1-0,Caro-Kann Defense: Main Line,B15,https://lichess.org/XxixLLWU,240+5,Normal
z1000,Pokerprince,1298,1258,1-0,Sicilian Defense: Bowdler Attack,B20,https://lichess.org/s8sUkIDR,180+0,Normal
KarlHungus2016,lebubu147,1320,1364,0-1,Philidor Defense #3,C41,https://lichess.org/QWWRhRHN,600+0,Normal
Mayoha,Guigue,1376,1404,0-1,King's Pawn Game: Leonardis Variation,C20,https://lichess.org/Oi1hKAFo,300+5,Normal
Ziggystarman,bramha,1327,1268,0-1,King's Pawn Game: Busch-Gass Gambit,C40,https://lichess.org/8y0u1OdZ,1500+0,Normal
abiud26,GERCULES,1398,1343,1-0,Philidor Defense,C41,https://lichess.org/joyBo0lK,300+0,Normal
Bistake,mats100,1102,1336,0-1,Scandinavian Defense,B01,https://lichess.org/6DqanNAw,600+0,Time forfeit
Resha,pwrobel,1307,1328,1-0,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/ig16TcKp,420+0,Normal
frevi,sshel01,1484,1232,0-1,Nimzo-Indian Defense #2,E20,https://lichess.org/JynRl5dj,1800+0,Normal
Shestopalov,zahpoh,1314,1275,0-1,King's Pawn Game: Wayward Queen Attack,C20,https://lichess.org/Dq6NhXEy,300+18,Normal
ryzhik,SyriaNetherlands,1210,1353,1-0,King's Pawn Game: Maroczy Defense,B07,https://lichess.org/0DjVbv80,3600+60,Normal
Quiltro,scoooooooot,1365,1432,1-0,"French Defense: Advance Variation, Nimzowitsch System",C02,https://lichess.org/rwNG2fOX,180+3,Time forfeit
romamen,gordonpt8,1201,1355,0-1,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,B30,https://lichess.org/mm5URsnZ,600+0,Normal
Shomus,Armina87,1129,1346,0-1,"King's Gambit Declined, Keene Defense",C30,https://lichess.org/1YjakOp0,120+0,Time forfeit
cherepuxini,aca2,1097,1467,0-1,Polish Opening,A00,https://lichess.org/fPNXuFUG,300+0,Normal
o0utsider,kaisermachine,1383,1401,0-1,Italian Game: Anti-Fried Liver Defense,C55,https://lichess.org/b06Edjtz,300+2,Normal
PTer,Yassatoubab,1343,1423,0-1,French Defense: Mediterranean Defense,C01,https://lichess.org/L8eMYD46,1500+0,Normal
chess133,Svongo,1391,1328,0-1,Scotch Game,C44,https://lichess.org/1cl7OKnS,600+5,Normal
darkchewy,maddypndy,1196,1279,0-1,Horwitz Defense,A40,https://lichess.org/Imhss5GC,300+0,Time forfeit
mojtaba89,Donville01,1240,1424,1-0,Hungarian Opening,A00,https://lichess.org/0bHHfmO0,480+5,Normal
behzad20,archonko,1336,1374,0-1,King's Knight Opening: Normal Variation,C44,https://lichess.org/z7ZIL8l0,180+0,Time forfeit
Zer0Chill,muzaa18,1296,1164,0-1,Queen's Gambit Declined: Vienna Variation,D44,https://lichess.org/j1aSczir,900+10,Normal
D0NB4N3,chessobernoob,1451,1263,1-0,Italian Game,C50,https://lichess.org/ojaOLUcD,-,Normal
Pranav2607,ishanbegins,1402,1274,1-0,Queen's Pawn Game #2,D00,https://lichess.org/EI0r66l2,3600+0,Normal
pizdarezzz,Markfedin,1271,1279,1-0,King's Pawn Game: Napoleon Attack,C20,https://lichess.org/Lw5R7Uje,240+0,Normal
nitroyves1,kiskorovas,1448,1255,0-1,Caro-Kann Defense,B12,https://lichess.org/MekidWHO,300+0,Normal
mushko1,wallows,1358,1272,1-0,Scotch Game,C44,https://lichess.org/1MIVnD2y,180+3,Normal
Behro,Sserg3006,1268,1284,0-1,Modern Defense,B06,https://lichess.org/WB2ZUkr5,240+1,Normal
malle10000,udialigarh,1191,1255,0-1,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/JUT8bXd6,300+0,Normal
dimitri1000,Lenahic,1434,1187,1-0,Philidor Defense #3,C41,https://lichess.org/HnDX0l5X,480+0,Normal
Dreier,Toxborg,1158,1488,0-1,Horwitz Defense,A40,https://lichess.org/dYbk9x8B,300+1,Time forfeit
aldoasecas,febouraou,1362,1321,0-1,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/1ByilGwI,600+0,Time forfeit
Airprofi,Senev,1368,1359,1-0,Queen's Pawn Game: Mason Attack,D00,https://lichess.org/En84C3sT,300+0,Normal
HELLSBISHOPS,SaeedehAshkan,869,1081,0-1,Horwitz Defense,A40,https://lichess.org/QC7B9F8c,300+3,Time forfeit
neopolis,tishnooka,1261,1221,1/2-1/2,Sicilian Defense: Franco-Sicilian Variation,B32,https://lichess.org/n12cfmNl,120+0,Time forfeit
LeonardoPSG95,almata2,1475,1290,0-1,French Defense #2,C00,https://lichess.org/z3iJ0Iqm,180+0,Time forfeit
liches2015,avav33,1170,1301,1-0,Center Game #2,C21,https://lichess.org/uQwhhj4B,180+6,Normal
Lucky13,JohnIsBadAtChess,1360,1236,1-0,Sicilian Defense: Smith-Morra Gambit #2,B21,https://lichess.org/yCSt274h,900+15,Normal
jtobin,Konstantino,1213,1229,1-0,French Defense: Two Knights Variation,C00,https://lichess.org/AWnEiGQq,900+0,Normal
Background,Diego2Fae,1219,1286,0-1,Petrov's Defense,C42,https://lichess.org/nUP8RAVj,120+2,Time forfeit
sa233091,daniil20091703,1226,1521,0-1,Italian Game: Scotch Gambit Declined #2,C55,https://lichess.org/x5JmPi40,900+0,Normal
oul4l4,SheldonRampton,1497,1037,1-0,Van't Kruijs Opening,A00,https://lichess.org/5Ftyg68d,120+0,Time forfeit
FigoFagot,seraphzhilyanin,1335,1156,1-0,King's Pawn Game: Napoleon Attack,C20,https://lichess.org/wZ327kUV,600+0,Normal
Jorgin023,teejay428,1414,1094,1/2-1/2,Bishop's Opening: Khan Gambit,C23,https://lichess.org/TVoA6bZV,600+0,Normal
salar2121,Kaslan,1459,1212,1-0,Sicilian Defense: Smith-Morra Gambit #2,B21,https://lichess.org/UlXZaQpX,600+0,Normal
IRANIANGOOD,humbaba,1500,1258,0-1,King's Pawn Game: Leonardis Variation,C20,https://lichess.org/rJp9DzOH,240+0,Time forfeit
LuisitoChowChow,Jaimit0,1440,1268,1-0,Carr Defense,B00,https://lichess.org/oyr7PAyE,300+0,Time forfeit
matze78,youw1n,1160,1040,1-0,Van't Kruijs Opening,A00,https://lichess.org/WseAvn4s,300+0,Normal
Hedgehog86,JimmySS,1242,1354,1-0,Scotch Game,C44,https://lichess.org/516qjx2t,300+6,Time forfeit
alicestaley2,kaug,1313,1337,0-1,Queen's Gambit Declined: Modern Variation,D50,https://lichess.org/P4dbvwZL,900+0,Normal
omarzezzo,Marccelo,1130,1664,0-1,Indian Game,A45,https://lichess.org/52Enufpn,300+0,Normal
KamaelTray,Raidon35,1189,1406,0-1,Ruy Lopez: Classical Variation,C64,https://lichess.org/WwoOBDeS,60+1,Normal
Quitschi1907,braa,1505,1286,1-0,Mikenas Defense,A40,https://lichess.org/JUnP9s5E,60+2,Time forfeit
MatteoOileo,DUZHAK123,1305,1461,1-0,Queen's Pawn,A41,https://lichess.org/EKI9yrr3,600+0,Normal
RicardoChierici,bigwarlike,1348,1160,0-1,Philidor Defense #2,C41,https://lichess.org/64fDQtfA,1200+8,Normal
KageLobsta,Mot1234,1199,1381,1-0,French Defense: Rubinstein Variation,C10,https://lichess.org/h5K3QpQU,420+1,Normal
klemenko87,keccozac,1547,1177,1-0,"Nimzowitsch Defense: Scandinavian Variation, Aachen Gambit",B00,https://lichess.org/bGeQqZZs,600+0,Normal
sandy1984,majorant,1358,1341,0-1,King's Pawn Game: Wayward Queen Attack,C20,https://lichess.org/ECGSPR5a,300+2,Time forfeit
beiranvand,Leichtsinn,1364,1375,1-0,Nimzo-Larsen Attack: Modern Variation #3,A01,https://lichess.org/M3V6lbsS,900+0,Normal
ShoxXxer,claudio81car,1103,1069,1-0,Ruy Lopez: Steinitz Defense,C62,https://lichess.org/GUgGUR0a,120+8,Normal
lostscience1,kete,1335,1432,1-0,Horwitz Defense,A40,https://lichess.org/jSj5hO50,300+3,Normal
snookertop1,sdl18,1268,1405,1-0,Sicilian Defense: Staunton-Cochrane Variation,B20,https://lichess.org/FMxE2kRi,720+5,Normal
carolinegbv1,gustavemiljensen,1245,1500,1/2-1/2,Kadas Opening,A00,https://lichess.org/alY97Qjb,180+14,Normal
yvonrefuge,zulhilmi,1394,1277,1-0,King's Pawn Game: Wayward Queen Attack,C20,https://lichess.org/oezREi27,300+6,Normal
rosebr123,sia1423,1460,1332,1-0,Borg Defense: Borg Gambit,A40,https://lichess.org/p15ldXiY,180+5,Time forfeit
mirko59,ded00781,1274,1458,1-0,Mieses Opening,A00,https://lichess.org/9Nk8VtMU,120+0,Normal
Legioner91,Reach74,1333,1308,0-1,Russian Game: Damiano Variation,C42,https://lichess.org/FgwWD2Em,300+0,Time forfeit
Guran72,a8---bug---8a,1425,1342,1-0,"King's Pawn Game: Wayward Queen Attack, Kiddie Countergambit",C20,https://lichess.org/H6djAnGG,300+0,Time forfeit
mouhalhil,goodmorninguncle,1526,1233,1-0,Queen's Gambit Refused: Marshall Defense,D06,https://lichess.org/DrudNTtD,1200+0,Normal
mcrobbie,Djeck,1291,1176,0-1,Queen's Gambit Accepted,D20,https://lichess.org/P9OrcaHe,300+0,Normal
aki1980,Lerige,1391,1265,1-0,French Defense: Knight Variation,C00,https://lichess.org/3NQieaBU,60+1,Time forfeit
alphaman,nika47,1233,1454,0-1,Nimzo-Larsen Attack,A01,https://lichess.org/IVtuYboj,300+0,Time forfeit
Bruno_Ferarri,leonidrm,1136,1130,1-0,King's Pawn Game,C20,https://lichess.org/E4fpT6yC,300+0,Time forfeit
clemoateng,ilyas_o,1253,1408,0-1,Scandinavian Defense,B01,https://lichess.org/SO44xNgA,420+0,Time forfeit
apaxuc85,iestyn,1206,1002,0-1,Nimzowitsch Defense: Kennedy Variation,B00,https://lichess.org/98fkwoQi,300+0,Time forfeit
AFANDYHUNTUA,polxxxx,1527,979,1-0,King's Pawn Opening: 2.b3,C20,https://lichess.org/ez0NqTvR,600+0,Time forfeit
hadimotamedi,jvuillamy,1452,1306,1-0,Sicilian Defense: Najdorf Variation,B94,https://lichess.org/UulDJybf,420+0,Normal
bopsi80,frpoco,1278,1196,0-1,French Defense: Queen's Knight,C00,https://lichess.org/574Zy7SH,360+6,Normal
bubblegum99,marset,1402,1173,1-0,French Defense: Knight Variation,C00,https://lichess.org/DAWuz40W,1800+5,Time forfeit
mahyar123,shahriar_1363,1344,1312,0-1,Queen's Pawn Game,D00,https://lichess.org/BvkFQt0L,180+3,Normal
wiliberto84,dplusthatshim,1359,1396,0-1,Scandinavian Defense,B01,https://lichess.org/rfXStbJq,600+0,Time forfeit
usamams,tompo,1313,1397,0-1,King's Gambit,C30,https://lichess.org/2G2J1HJE,1200+0,Time forfeit
Grino,coucou40460,1410,1265,1-0,King's Pawn Game: Maroczy Defense,B07,https://lichess.org/BFzB5UAm,0+4,Time forfeit
markus1981,mikull,1285,1443,0-1,Queen's Pawn,A40,https://lichess.org/WEslIgNj,300+0,Normal
AstroKeyro,Pfauenauge,1349,1426,1-0,Sicilian Defense: Open,B32,https://lichess.org/daKxUhCt,180+0,Normal
YN,hossin64,1461,1215,0-1,King's Pawn Game: Busch-Gass Gambit,C40,https://lichess.org/xmttS1mU,600+0,Normal
rdsteapot,blackintown,1550,1249,1-0,Philidor Defense,C41,https://lichess.org/6HBxcr8J,180+2,Normal
kongrassi,piggysmoking96,1222,1574,0-1,King's Pawn Game: Leonardis Variation,C20,https://lichess.org/Jq7fdKIv,10800+8,Normal
Bully10,ketankumargiri,1000,957,1-0,"Englund Gambit Declined, Reversed Alekhine",A40,https://lichess.org/bUwHZKe7,300+0,Normal
ARTty,bstrx,959,1367,0-1,Queen's Pawn Game: Levitsky Attack,D00,https://lichess.org/GHRwSeEi,300+3,Normal
dincer,renuszki,1584,1140,1-0,Horwitz Defense,A40,https://lichess.org/viBqtrgY,480+0,Time forfeit
vimaire,Bogdan_271051,1052,1543,0-1,Petrov's Defense,C42,https://lichess.org/ZPmuIQSp,420+0,Normal
valinick,frnch,1388,1240,1-0,Ruy Lopez: Berlin Defense #2,C65,https://lichess.org/8eT4VJ8j,240+2,Normal
Rocca1000,murdikuhaku,1273,1336,0-1,Saragossa Opening,A00,https://lichess.org/3lsJd3Qf,600+0,Normal
iceFinger,sedeort,1131,1414,0-1,Three Knights Opening,C46,https://lichess.org/bMSzzgFY,1500+0,Time forfeit
Rustem02,Dinar-Ufa-87,1105,1366,0-1,Amazon Attack,D00,https://lichess.org/Q9WkYHSW,1800+0,Normal
hellgirl,superpowerchest,909,1112,0-1,King's Pawn Game,C20,https://lichess.org/jd5Sm1wf,600+0,Normal
Diom86,NicholasJK,1433,1360,0-1,Italian Game,C50,https://lichess.org/GVGimBYd,300+2,Normal
adytsa,yoavpb,1292,1466,0-1,Sicilian Defense: Alapin Variation,B22,https://lichess.org/vCOVoH5Q,300+0,Time forfeit
xRollbacks,Anrietta,894,977,0-1,English Defense #2,A40,https://lichess.org/jOhUYns7,1800+30,Normal
bewie,sidja,1225,1337,0-1,Sicilian Defense: Bowdler Attack,B20,https://lichess.org/oN8xCc7o,420+5,Normal
alexmkh,dantaspg,1277,1369,1-0,Caro-Kann Defense,B11,https://lichess.org/mcmLSHS0,1200+0,Normal
Harzook,lildrummerboy713,1204,1072,1-0,Queen's Pawn Game: Chigorin Variation,D00,https://lichess.org/eDcxF6Wi,300+0,Normal
Aldo13,handifreader,1397,1354,0-1,Queen's Pawn Game: Chigorin Variation,D01,https://lichess.org/Jz1G1PQG,900+0,Normal
jumpingcastle,torelli93,1365,1173,1-0,King's Pawn Game: Damiano Defense,C40,https://lichess.org/yb5dQYF3,900+5,Time forfeit
jeruka9-san,Curefox,830,1513,0-1,Van Geet Opening: Reversed Nimzowitsch,A00,https://lichess.org/EsCwh0XE,600+0,Normal
w-e-e-d,iq182,1262,1499,0-1,Blackmar-Diemer Gambit,D00,https://lichess.org/2dARqoXV,300+0,Normal
arf1971,Billai,1531,1265,1-0,Alekhine Defense: John Tracy Gambit,B02,https://lichess.org/XlKi6wbb,240+0,Normal
turuncuagasi,Leaskhami,1206,1285,0-1,Queen's Pawn Game: Symmetrical Variation,D02,https://lichess.org/SxII3Bpk,300+0,Normal
shad201,Nikodimishe,1435,1278,0-1,Horwitz Defense,A40,https://lichess.org/KOBuXFXZ,600+0,Time forfeit
tibi26,folsen,1120,1078,0-1,"Italian Game: Two Knights Defense, Modern Bishop's Opening",C55,https://lichess.org/q19SjLcW,900+8,Normal
ROONNOOR,Torres126,1443,1310,1-0,Three Knights Opening #2,C46,https://lichess.org/poltZW71,900+0,Normal
Johnion,kingjaemes,1378,1311,0-1,King's Pawn Game: Wayward Queen Attack,C20,https://lichess.org/zTHg23c5,300+0,Normal
lolipopjkee,demanu,1353,1360,0-1,"Italian Game: Giuoco Pianissimo, Canal Variation",C50,https://lichess.org/wTa8jxUE,600+0,Normal
somrjaa,MikKis,1492,1291,1-0,Horwitz Defense,A40,https://lichess.org/XN51AtZz,300+2,Normal
lnstant,beg_inner,1409,1168,1-0,Russian Game: Stafford Gambit,C42,https://lichess.org/BbBOTAt3,480+0,Time forfeit
AdMiRaLL,fhaas,1317,1281,0-1,Philidor Defense,C41,https://lichess.org/FLLfVJH7,540+0,Time forfeit
sshali,imbadgoeasy,1225,1346,1-0,Bishop's Opening: Berlin Defense,C24,https://lichess.org/gU04dh20,600+0,Time forfeit
paluda,Dew343,1355,1303,0-1,Scandinavian Defense,B01,https://lichess.org/hHRfrZf0,600+0,Time forfeit
odikz,pietr8,1492,1294,1/2-1/2,Bishop's Opening: Boi Variation,C20,https://lichess.org/SxaaejyZ,600+0,Normal
sokol123,rasmusesmor,1327,1145,1-0,Kadas Opening,A00,https://lichess.org/8BJiIg0I,1800+0,Normal
Marcin85,olti,1441,1318,0-1,Pirc Defense #4,B07,https://lichess.org/i5gNXlUx,600+0,Normal
Kell1szarnev,jrpspurs,1278,1144,1-0,Modern Defense,A40,https://lichess.org/vPWvdGPQ,1800+0,Time forfeit
dddent,beeeeck,1141,1560,1-0,Scandinavian Defense,B01,https://lichess.org/Mmvrcs4h,180+2,Normal
MIXA057,ameen_atroshy,1335,1357,0-1,Queen's Pawn Game #3,D00,https://lichess.org/YdJbq105,900+0,Normal
inasanesom,ALEXANDER-,1315,1482,1/2-1/2,Caro-Kann Defense,B10,https://lichess.org/UfnuzL9p,300+0,Time forfeit
tallyone,enocent,1240,1428,0-1,Philidor Defense,C41,https://lichess.org/uuKN7EYj,300+4,Normal
kashancity,RuckFengar,996,1075,1-0,King's Pawn Game: Leonardis Variation,C20,https://lichess.org/f9XOp1Xr,300+0,Normal
asdasddsa,timvdijk1998,1457,1181,0-1,Queen's Pawn Game #2,D00,https://lichess.org/zfQYvQTi,600+0,Time forfeit
anarhist1,Arseniyz,1203,1391,1-0,Van't Kruijs Opening,A00,https://lichess.org/7HWWWQvY,1200+8,Normal
Roman81RUS,airbag,1301,1270,0-1,"Indian Game: Anti-Gruenfeld, Advance Variation",E60,https://lichess.org/hzmP8ZrC,900+3,Time forfeit
czdanne,Blurpy,1299,1436,0-1,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/gKUupAYq,180+5,Time forfeit
KnightlyPawn86,Searlas,1160,1586,0-1,Queen's Pawn Game: Chigorin Variation,D02,https://lichess.org/NBjUMsjc,300+0,Time forfeit
calmar,Vasya2016,1431,1352,1-0,Philidor Defense #3,C41,https://lichess.org/CN9af8pE,30+2,Normal
orcio,GioGas,1500,1283,0-1,Saragossa Opening,A00,https://lichess.org/MBcQhhqo,300+0,Normal
kikinou,Kira1997,1232,1136,1-0,Philidor Defense #3,C41,https://lichess.org/U8TaaoxG,180+0,Time forfeit
jcsgrx,charliemayne,1357,1398,1-0,St. George Defense,C00,https://lichess.org/aZBJYklC,300+0,Normal
Idamus,machete3000,1376,1165,0-1,Grob Opening: Grob Gambit Declined,A00,https://lichess.org/CFIDkCtd,900+0,Normal
Murlock,FR13NDS,1355,1436,0-1,Italian Game: Anti-Fried Liver Defense,C55,https://lichess.org/mXKWtwHg,600+0,Normal
Aydin_Sadinov,julioviz,1391,1276,1-0,Modern Defense,A40,https://lichess.org/sdPGbQOg,600+10,Normal
TonikMatveev,Rezident,1437,1294,1-0,English Opening: Agincourt Defense #3,A13,https://lichess.org/Kc2AXq2r,-,Normal
Neon008,Aicarai,1394,1404,1-0,Hungarian Opening: Slav Formation,A00,https://lichess.org/VpBI259D,300+0,Normal
lord99,yanai,1359,1423,0-1,French Defense: King's Indian Attack,C00,https://lichess.org/9G0M2FxP,300+2,Time forfeit
JosssssH,Hoekse,1191,1573,0-1,Modern Defense,B06,https://lichess.org/HyD4vTOB,1800+15,Normal
katapi,hidema1,1447,1322,1-0,Queen's Pawn Game: Mason Attack,D00,https://lichess.org/4gvV4B7d,600+5,Normal
renton87,hundlove,1500,1278,1-0,Elephant Gambit,C40,https://lichess.org/bCXwbn1j,300+10,Normal
pesten,DRON6,1060,1582,0-1,Philidor Defense: Larsen Variation,C41,https://lichess.org/D4DFflEa,540+0,Time forfeit
pantic96,jpmarcus,1409,1378,0-1,Hungarian Opening,A00,https://lichess.org/n5BmaYfm,300+0,Time forfeit
