white,black,white_elo,black_elo,result,opening,eco,site,time_control,termination,white_country,white_title,white_preferred_game,white_peak_bullet,white_peak_blitz,white_peak_rapid,white_peak_classical,white_total_wins,white_total_draws,white_total_losses,black_country,black_title,black_preferred_game,black_peak_bullet,black_peak_blitz,black_peak_rapid,black_peak_classical,black_total_wins,black_total_draws,black_total_losses
fernandoar,chxeo,1184,1220,1-0,Sicilian Defense: Closed Variation,B23,https://lichess.org/CICNxG5b,540+11,Normal,,,unknown,,,,,0,0,0,,,rapid,,,,,202,38,345
ewing11,awing89,1473,1326,0-1,Indian Game,A45,https://lichess.org/UfI2KXpR,900+0,Normal,,,rapid,,,,,435,27,500,,,blitz,,,,,66,5,80
wheels,qarlss,1049,1420,0-1,Sicilian Defense: Brick Variation,B20,https://lichess.org/ezWt3BSr,420+0,Normal,,,blitz,,,,,68,13,145,,,blitz,,,,,140,8,91
vedatsahin52,shoynkhor,1252,1500,1-0,King's Pawn Opening: 2.b3,C20,https://lichess.org/3udO5vPo,600+0,Normal,,,rapid,,,1237.0,,1849,121,2208,,,blitz,1247.0,1397.0,,,1783,74,1763
BlackThrash,talgo,1254,1374,1-0,King's Pawn Game: Leonardis Variation,C20,https://lichess.org/hKMzaH7B,900+10,Normal,,,puzzle,,,,,563,61,1300,,,puzzle,,,1363.0,,7323,847,4901
kingofbankbanking,Alievich,1245,1319,1-0,Petrov's Defense #2,C42,https://lichess.org/3XRMjyZo,900+25,Time forfeit,,,rapid,,,,,29,0,32,,,puzzle,,1495.0,1623.0,,870,87,941
brochess,Gas13,1335,1366,0-1,Rat Defense: Small Center Defense,C00,https://lichess.org/EZrXUNcV,420+0,Normal,,,blitz,,,,,4857,103,1573,,,blitz,1929.0,,,,16135,1512,18107
Helmif92,RamHammer,1492,1169,1-0,French Defense: Knight Variation,C00,https://lichess.org/v4samIUo,300+0,Time forfeit,,,blitz,,,,,185,24,220,,,blitz,,1398.0,,,745,33,709
Mobil--1,henkop,1108,1485,0-1,Pirc Defense #4,B07,https://lichess.org/IOe35fw1,300+0,Time forfeit,,,blitz,,,,,1655,167,9240,,,blitz,,,,,8568,479,10873
LawlietJr,Utahsam,1277,1507,0-1,Queen's Gambit Accepted: Old Variation,D20,https://lichess.org/dVfbBOPY,420+0,Normal,,,puzzle,,,,,50,5,40,,,blitz,,1585.0,,,16770,1950,13603
MAMAG,LLIAXUMAT,1454,1164,0-1,Queen's Pawn Game: Colle System,D04,https://lichess.org/K4b5Eas1,180+3,Normal,,,blitz,,,,,10941,674,9980,,,blitz,,,,,1887,245,4187
sayongseon,giselab,1509,1268,1-0,"Italian Game: Two Knights Defense, Modern Bishop's Opening",C55,https://lichess.org/hrKzzlCO,300+1,Normal,,,puzzle,,,,,864,70,1123,,,puzzle,,,,,1301,43,3938
sottorcolosseo,sriramchess,1250,1304,1-0,Bishop's Opening,C23,https://lichess.org/lQqTOCs8,300+0,Time forfeit,,,blitz,,,,,1168,148,1589,,,bullet,,,,,317,43,566
Kritty,BrunoGalaio,1419,1170,1-0,English Opening: Anglo-Scandinavian Defense,A10,https://lichess.org/dWzTOpba,1200+0,Time forfeit,,,rapid,,,,,1392,116,1478,,,rapid,,,,,5,0,61
Apin14,mokamemed,1193,1295,0-1,French Defense: Schlechter Variation,C00,https://lichess.org/GPS2BxRC,600+0,Time forfeit,,,blitz,,,,,2361,283,3405,,,rapid,,,,,77,4,57
Hilts,hallelujahcat,1154,1253,0-1,French Defense #2,C00,https://lichess.org/PZSzEROz,120+1,Normal,,,blitz,1419.0,1360.0,,,11041,829,10921,,,blitz,,,,,2449,223,3000
Ikcorwan,pawnographist,1099,1618,0-1,King's Pawn Game: Maroczy Defense,B07,https://lichess.org/hAxSDqgX,60+0,Time forfeit,,,unknown,,,,,0,0,0,,,bullet,,,,,8178,393,18027
Attzon,Chesskiller-2016,1426,1117,1-0,King's Pawn Game: Damiano Defense,C40,https://lichess.org/uXTokJln,600+10,Normal,,,unknown,,,,,0,0,0,,,blitz,,,,,592,74,1111
Yugr,misaka_mikoto,1469,1234,0-1,Scandinavian Defense: Main Line,B01,https://lichess.org/u2zDsePv,300+0,Normal,,,blitz,,,,,211,18,229,,,puzzle,,,,,213,12,356
tenis00,choka2,1332,1433,0-1,"Sicilian Defense: Paulsen Variation, Bastrikov Variation",B47,https://lichess.org/V19JH7Ut,600+0,Normal,,,blitz,,1894.0,,,5011,633,5378,,,blitz,,,,,26,6,24
Andrey001,PhuckHu,1240,1297,1-0,Bishop's Opening: Berlin Defense,C24,https://lichess.org/9pIxyFII,180+7,Normal,,,blitz,,,,,712,67,1439,,,unknown,,,,,0,0,0
Elisabetta,Herr_Ritter,1422,1184,1-0,Nimzo-Larsen Attack,A01,https://lichess.org/FDhIFiF2,60+2,Time forfeit,,,puzzle,1556.0,1878.0,,,8519,440,7817,,,rapid,,,,,396,33,1199
Damianic,Kostyarik,1292,1331,0-1,Petrov's Defense #2,C42,https://lichess.org/IxsjHHtL,300+0,Time forfeit,,,blitz,,,,,566,31,713,,,rapid,,1421.0,1634.0,,3005,166,3217
Iseng_Iseng,Moshny10,1326,1427,1-0,Bishop's Opening,C23,https://lichess.org/XgX8JRbl,600+0,Normal,,,rapid,1184.0,1214.0,1273.0,,6893,502,9254,,,blitz,,,,,102,8,68
zman25630,thewalrus69,1359,1366,1-0,"Italian Game: Two Knights Defense, Fried Liver Attack",C57,https://lichess.org/jLbxHH9o,900+5,Normal,,,puzzle,,,,,337,21,1004,,,bullet,1450.0,1649.0,1758.0,,7004,354,6852
trivip37,CyaL,1397,1252,1-0,Center Game #2,C21,https://lichess.org/zq2Uwemm,1500+0,Normal,,,blitz,,,,,3,0,16,,,blitz,1475.0,1732.0,,,1187,112,1219
ottobit8,musicaljerm,1110,1507,1-0,Queen's Gambit Declined: Queen's Knight Variation,D31,https://lichess.org/TuSu4ENC,60+2,Normal,,,unknown,,,,,0,0,0,,,puzzle,,,,,39421,491,2164
Jefferson1981,WiremuWolfgang,1234,1249,0-1,Bishop's Opening: Berlin Defense,C24,https://lichess.org/SJDX2H7R,180+0,Time forfeit,,,rapid,,951.0,,,876,105,2182,,,puzzle,,,,,406,24,741
movzez,rebel13,1072,1506,0-1,Scandinavian Defense,B01,https://lichess.org/fVsOtMgy,540+0,Normal,,,rapid,,,,,1400,373,3815,,,unknown,,,,,0,0,0
quowel,onix7474x,1199,1374,0-1,King's Indian Attack,A07,https://lichess.org/rThXav5b,600+0,Time forfeit,,,rapid,,,,,72,13,88,,,rapid,,,1703.0,,1251,124,1676
swiftwind37,danxter,1130,1266,0-1,"Nimzowitsch Defense, Declined Variation",B00,https://lichess.org/fDkgInBC,600+1,Normal,,,puzzle,,,,,164,16,211,,,rapid,,,,,18,1,23
inma555,TheCastor,982,1073,1-0,Queen's Pawn Game #2,D00,https://lichess.org/WfrI6jMu,420+1,Time forfeit,,,rapid,,,,,682,40,554,,,bullet,1747.0,1633.0,,,18538,1416,15804
gtjabi74,hollers,1407,1383,1/2-1/2,Queen's Pawn Game: London System,D02,https://lichess.org/QjNxxFFv,720+3,Normal,,,rapid,,,1498.0,,2056,165,1971,,,rapid,,,,,871,58,1262
izmir27,rajaaa,1092,1465,0-1,"King's Pawn Game: Wayward Queen Attack, Kiddie Countergambit",C20,https://lichess.org/IpS94veZ,180+0,Normal,,,blitz,,715.0,,,4009,124,5390,,,bullet,1557.0,,,,4662,215,6360
charbank,breaktheblues,1228,1248,1-0,Queen's Pawn Game: Chigorin Variation,D02,https://lichess.org/cQ8SAEeV,600+0,Time forfeit,,,bullet,,,,,11599,1299,13781,,,rapid,,,,,165,18,150
stfurich,jhairito,1372,1320,0-1,Vienna Game: Zhuravlev Countergambit #2,C25,https://lichess.org/iOTNtExP,300+3,Normal,,,blitz,,,,,1067,80,1053,,,blitz,,,,,1945,234,2445
dantao,jwayo_on_psn,1648,1078,1-0,"Englund Gambit Declined, Reversed Alekhine",A40,https://lichess.org/TZ6QR57i,600+0,Normal,,,blitz,,,,,120,16,176,,,rapid,,,,,272,26,305
edoublel,valkybia,1341,1294,1-0,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/5XqDbvqR,300+0,Normal,,,puzzle,,,,,1268,72,1041,,,blitz,,,,,5265,923,5067
igrok112,adany16,1537,941,0-1,Ruy Lopez: Classical Variation,C64,https://lichess.org/ekSwPRx5,600+5,Normal,,,blitz,1369.0,1308.0,,,14220,1095,14276,,,puzzle,,,,,80,9,138
MissRyor,melbrooks1975,992,1161,0-1,Zukertort Opening: Reversed Mexican Defense,A06,https://lichess.org/ThjAMaIQ,300+2,Normal,,,bullet,,,,,65,9,189,,,bullet,1770.0,,1550.0,,3814,234,4515
BigFatPaulie,McImATardUnited,1423,1225,1-0,Queen's Pawn Game,D00,https://lichess.org/ooBotoxl,240+10,Normal,,,rapid,,,,,2630,224,2731,,,rapid,,,,,5,0,48
darko80,saturn2sun,1252,1233,0-1,Trompowsky Attack,A45,https://lichess.org/HUzKXBht,900+2,Normal,,,rapid,,,,,909,88,1146,,,unknown,,,,,0,0,0
anastasios,professorwho,1364,1399,1-0,Bishop's Opening: Boi Variation,C20,https://lichess.org/dBBUnZJH,2700+20,Time forfeit,,,classical,,,,,353,33,622,,,puzzle,,,,,0,0,4
lcwillislll,Fearwater5,1473,1267,0-1,Sicilian Defense: Franco-Sicilian Variation,B32,https://lichess.org/z5qaPVgm,60+3,Time forfeit,,,bullet,1060.0,,,,5418,119,5092,,,puzzle,,,,,229,22,422
anhue90,capestile,1416,1197,1-0,Indian Game,A45,https://lichess.org/FLBKkCgo,120+0,Time forfeit,,,bullet,,,,,4859,481,5068,,,bullet,,,,,1071,112,2625
lafruge,nyashkov,1295,1364,1-0,Queen's Pawn Game #2,D00,https://lichess.org/bd5mtwXm,1500+0,Normal,,,blitz,1031.0,1497.0,1742.0,,3699,302,4216,,,blitz,1016.0,1058.0,,,2427,156,2670
Nurbull,husamaslan,1197,849,0-1,Center Game #2,C21,https://lichess.org/xQas2Msf,300+0,Time forfeit,,,blitz,,,,,4553,231,4681,,,blitz,,,,,845,130,1665
Meyer_L,Waldi,1349,1439,0-1,Three Knights Opening,C46,https://lichess.org/Wttv85kU,3600+15,Normal,,,rapid,,,,,28,4,139,,,classical,,,,,682,67,785
Parve,sentinelle31,1159,1223,0-1,Caro-Kann Defense,B10,https://lichess.org/QCKNQPIa,360+2,Normal,,,puzzle,,,,,469,52,548,,,puzzle,,1280.0,,,6412,678,6950
xadrezinho,It5738,1416,1367,1-0,Italian Game: Schilling-Kostic Gambit,C50,https://lichess.org/ptkytSO2,180+2,Normal,,,blitz,,1539.0,,,2895,311,4159,,,blitz,,1591.0,,,3921,354,4615
Delorenzi,ciretciret0509,1250,1072,1-0,Sicilian Defense: Bowdler Attack,B20,https://lichess.org/CNQrw6Kp,300+2,Normal,,,puzzle,,,,,2820,166,3149,,,puzzle,,,,,38,4,126
Mippo,JonWalker,1174,1193,1-0,Zukertort Opening: Tennison Gambit,A06,https://lichess.org/nCno7Jyw,600+0,Normal,,,unknown,,,,,0,0,0,,,puzzle,,1411.0,,,10846,1015,13114
masoudreza45,RaphWonderchild,1463,1307,1-0,Pirc Defense,B07,https://lichess.org/8B4J6miS,420+0,Normal,,,blitz,,1619.0,,,7964,700,8467,,,blitz,,,,,759,76,963
tommasino,Pavel1177,1499,1269,1-0,Pirc Defense #4,B07,https://lichess.org/mhI6tXAi,900+0,Time forfeit,,,unknown,,,,,0,0,0,,,puzzle,1691.0,1571.0,1724.0,,14951,691,23253
giorgo,Davka1712,1134,1458,0-1,King's Pawn Game: Busch-Gass Gambit,C40,https://lichess.org/6bhRLQxx,600+8,Normal,,,rapid,,,,,17,4,138,,,unknown,,,,,0,0,0
RobTRal9,Alexander-beginner,1340,1113,1-0,Alekhine Defense,B02,https://lichess.org/9AsWaNju,1800+3,Time forfeit,,,puzzle,,1070.0,1315.0,,3632,114,3891,,,classical,,,,,4,0,23
theblackguy,javadnav,1438,1313,0-1,Zukertort Opening: Tennison Gambit,A06,https://lichess.org/J9Q2GGwY,60+2,Normal,,,bullet,,1238.0,,,7145,365,4389,,,unknown,,,,,0,0,0
Cybernoid,DylantheBear,1415,1382,0-1,"Sicilian Defense: Alapin Variation, Barmen Defense",B22,https://lichess.org/wOtwtpdn,240+4,Normal,,,bullet,1454.0,1537.0,,,11783,1795,15413,,,bullet,1671.0,,,,6694,345,6529
nightfreeze,abam,1342,1332,1-0,Pirc Defense #4,B07,https://lichess.org/yUfrQeQS,300+0,Normal,,,puzzle,,,,,698,31,897,,,blitz,,,,,349,18,677
petranhoses,Svjatov,1107,1154,0-1,Three Knights Opening #2,C46,https://lichess.org/tTMToHR2,900+0,Normal,,,puzzle,,,,,53,14,130,,,puzzle,,1544.0,,,465,36,501
mbulembaev,andersodt,1365,1317,1-0,Sicilian Defense,B20,https://lichess.org/WhpP7DLR,300+0,Normal,,,rapid,,1340.0,,,420,28,399,,,bullet,1830.0,,,,4670,346,4452
SanktPauli,FireLeper,1672,1080,1-0,Bird Opening: Dutch Variation,A03,https://lichess.org/7dVWY17l,120+0,Normal,,,blitz,,1655.0,,,2122,228,2821,,,unknown,,,,,0,0,0
fora64,undefeatable,1535,1148,1-0,Ware Defense,B00,https://lichess.org/ywc2tHw7,420+0,Normal,,,blitz,,1230.0,,,4429,307,2766,,,rapid,,,,,40,16,97
kanastas,motion,1333,1383,0-1,Queen's Pawn Game: Mason Attack,D00,https://lichess.org/neWCjw6l,300+3,Normal,,,blitz,,796.0,,,10639,730,12053,,,unknown,,,,,0,0,0
spaak,diddy,1329,1432,1-0,French Defense: Knight Variation,C00,https://lichess.org/tLxAv8iu,180+2,Normal,,,unknown,,,,,0,0,0,,,bullet,766.0,,,,29111,858,50487
TheBrainFrazzle,brasilwolf,987,1506,0-1,Scandinavian Defense,B01,https://lichess.org/jEzgImHW,240+0,Normal,,,rapid,,,,,252,42,1365,,,blitz,,,,,5816,586,5147
pertualregret,Mahdifear1234,1145,1031,0-1,Reti Opening,A04,https://lichess.org/LRbVFFcr,660+8,Normal,,,puzzle,,,,,637,63,800,,,rapid,,,,,15,4,21
kanguru,perual2021,1358,1411,0-1,King's Pawn Game: McConnell Defense,C40,https://lichess.org/dOuRZKTH,180+4,Normal,,,blitz,,1146.0,,,804,45,681,,,blitz,,,,,277,26,646
nidjat,RedFlameSword,1325,1373,1-0,Van't Kruijs Opening,A00,https://lichess.org/wFhZi28R,420+0,Normal,,,blitz,,,,,866,72,993,,,blitz,,1477.0,1733.0,,1510,119,1752
Sa7cez,partiallyundead,1380,1191,1-0,Nimzowitsch Defense,B00,https://lichess.org/N1vyyg8D,600+0,Normal,,,rapid,,,,,539,36,705,,,rapid,,,1334.0,,1834,111,2465
alleenpeter,randhirroy18,1528,1111,0-1,Pirc Defense #5,B07,https://lichess.org/upB9dgwC,120+0,Time forfeit,,,bullet,,,,,2677,64,2938,,,rapid,,,,,259,16,326
barde1,avinash_mahesh,1362,1381,1-0,Indian Game: East Indian Defense,E00,https://lichess.org/jwBReuwd,120+1,Time forfeit,,,blitz,,,,,1202,96,1306,,,bullet,,,,,1323,88,2111
morgan3,Dre_Cipher,1270,1476,1-0,"Caro-Kann Defense: Advance Variation, Short Variation",B12,https://lichess.org/S1pHtWA5,60+1,Normal,,,bullet,1167.0,1462.0,,,45815,3446,73228,,,bullet,,,,,812,50,1105
jigar3001,frankie74,1348,1284,1-0,French Defense: Knight Variation,C00,https://lichess.org/d627Yyl2,300+0,Normal,,,puzzle,,1588.0,1834.0,,3165,171,3034,,,blitz,,,,,4891,329,4528
hockeydbom,Voerman,1446,1320,0-1,Queen's Pawn,A40,https://lichess.org/fsKll1DJ,180+2,Time forfeit,,,bullet,1825.0,,,,50882,3377,57610,,,unknown,,,,,0,0,0
Rapiko,gul,1001,1489,0-1,Van't Kruijs Opening,A00,https://lichess.org/fjMZGlUt,600+10,Normal,,,blitz,,1722.0,,,4302,247,4279,,,puzzle,943.0,1096.0,1461.0,1575.0,6889,693,8511
syanidar,neofromkgz,1284,1484,1-0,"Englund Gambit Declined, Reversed French",A40,https://lichess.org/y2HDVSSx,900+5,Time forfeit,,,puzzle,,,,,319,26,482,,,puzzle,,,,,446,45,597
grechess,rut,1252,1468,0-1,"Russian Game: Modern Attack, Symmetrical Variation #2",C43,https://lichess.org/CYjjKWk2,300+8,Normal,,,unknown,,,,,0,0,0,,,rapid,,,,,889,65,934
Morel,ilster,1146,1500,0-1,Queen's Pawn Game #3,D00,https://lichess.org/whLWNc7G,780+0,Time forfeit,,,puzzle,,,,,10,1,72,,,puzzle,,,,,492,42,492
yvett,caglachess,1500,1071,0-1,Four Knights Game,C46,https://lichess.org/3JVbaqaO,300+0,Normal,,,puzzle,,,,,10,2,16,,,crazyhouse,,,,,76,9,271
andir80,miaucita,1343,1287,1-0,Queen's Gambit Refused: Chigorin Defense,D07,https://lichess.org/qhr0u3C6,-,Time forfeit,,,puzzle,,,,,19,2,19,,,puzzle,,,,,50,19,79
carlos9797,peymit,1578,1154,0-1,French Defense: Advance Variation #2,C02,https://lichess.org/WYJAkOPG,180+2,Normal,,,bullet,,,,,16323,1485,12251,,,blitz,,,,,4146,296,6547
jackyyes,lunico,1437,1280,1-0,"King's Pawn Game: Wayward Queen Attack, Kiddie Countergambit",C20,https://lichess.org/q4UKOfXI,600+0,Normal,,,bullet,,,1643.0,,2037,155,1813,,,puzzle,,,,,239,10,111
stas777333,srirangan,1296,1422,0-1,French Defense: La Bourdonnais Variation,C00,https://lichess.org/Irk4RK5o,300+0,Normal,,,blitz,,,,,672,20,675,,,blitz,1118.0,1760.0,1833.0,,10992,1013,11848
trainspotters2,Malaga77,1438,1238,1-0,"King's Pawn Game: Wayward Queen Attack, Kiddie Countergambit",C20,https://lichess.org/OCUWnzFE,600+0,Normal,,,puzzle,,,,,179,15,159,,,puzzle,,,,,268,22,480
BlackForce,sean24,1483,1264,1-0,Horwitz Defense,A40,https://lichess.org/DzWqlEe7,900+0,Time forfeit,,,unknown,,,,,0,0,0,,,bullet,1795.0,,,,14679,2234,16455
PawnedMyStuff,lasso6,1405,1376,1/2-1/2,Slav Defense #3,D10,https://lichess.org/PwurndMF,600+0,Time forfeit,,,puzzle,,,,,419,79,535,,,rapid,,1618.0,1691.0,,1057,70,1110
papan_bawah,Prathmesh,1406,1202,0-1,Philidor Defense #2,C41,https://lichess.org/dtCuc2xX,900+0,Time forfeit,,,rapid,,,,,255,15,426,,,rapid,,,,,39,7,109
martan1208,angolanmade,1358,1103,0-1,Philidor Defense #3,C41,https://lichess.org/2hkwlEas,180+5,Normal,,,rapid,,,,,1132,138,1001,,,rapid,,,1214.0,,3272,320,3976
ftomi,natnosaj1,1484,1223,1-0,King's Pawn Game: Wayward Queen Attack,C20,https://lichess.org/idD0YNli,300+5,Normal,,,puzzle,,1411.0,,,4645,405,5079,,,puzzle,,1776.0,,,1127,100,1614
kiszol,VsevolodSmirnov,1306,1190,1-0,Caro-Kann Defense: Main Line,B15,https://lichess.org/XxixLLWU,240+5,Normal,,,bullet,,1868.0,,,14547,1148,14153,,,unknown,,,,,0,0,0
z1000,Pokerprince,1298,1258,1-0,Sicilian Defense: Bowdler Attack,B20,https://lichess.org/s8sUkIDR,180+0,Normal,,,blitz,,,,,138,7,112,,,rapid,,,,,2944,426,4870
KarlHungus2016,lebubu147,1320,1364,0-1,Philidor Defense #3,C41,https://lichess.org/QWWRhRHN,600+0,Normal,,,rapid,,,,,127,5,236,,,blitz,,1113.0,,,467,50,568
Mayoha,Guigue,1376,1404,0-1,King's Pawn Game: Leonardis Variation,C20,https://lichess.org/Oi1hKAFo,300+5,Normal,,,rapid,,,,,67,10,135,,,rapid,,,,,144,10,190
Ziggystarman,bramha,1327,1268,0-1,King's Pawn Game: Busch-Gass Gambit,C40,https://lichess.org/8y0u1OdZ,1500+0,Normal,,,puzzle,,,,,21,2,14,,,blitz,,1327.0,,,6280,489,6629
abiud26,GERCULES,1398,1343,1-0,Philidor Defense,C41,https://lichess.org/joyBo0lK,300+0,Normal,,,blitz,,,,,1995,184,2961,,,unknown,,,,,0,0,0
Bistake,mats100,1102,1336,0-1,Scandinavian Defense,B01,https://lichess.org/6DqanNAw,600+0,Time forfeit,,,puzzle,,,,,683,33,1088,,,blitz,,1150.0,,,16004,1310,16499
Resha,pwrobel,1307,1328,1-0,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/ig16TcKp,420+0,Normal,,,puzzle,,,,,2499,194,1040,,,puzzle,,,,,1394,132,1252
frevi,sshel01,1484,1232,0-1,Nimzo-Indian Defense #2,E20,https://lichess.org/JynRl5dj,1800+0,Normal,,,puzzle,,,,,4020,266,4483,,,classical,,,,,51,9,69
Shestopalov,zahpoh,1314,1275,0-1,King's Pawn Game: Wayward Queen Attack,C20,https://lichess.org/Dq6NhXEy,300+18,Normal,,,rapid,,,,,1016,62,1839,,,rapid,,,,,149,8,266
ryzhik,SyriaNetherlands,1210,1353,1-0,King's Pawn Game: Maroczy Defense,B07,https://lichess.org/0DjVbv80,3600+60,Normal,,,puzzle,,,,,486,62,596,,,unknown,,,,,0,0,0
Quiltro,scoooooooot,1365,1432,1-0,"French Defense: Advance Variation, Nimzowitsch System",C02,https://lichess.org/rwNG2fOX,180+3,Time forfeit,,,blitz,,1645.0,,,12192,1126,12374,,,puzzle,,,,,242,13,196
romamen,gordonpt8,1201,1355,0-1,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,B30,https://lichess.org/mm5URsnZ,600+0,Normal,,,rapid,,,,,180,37,533,,,puzzle,,,,,7774,446,3654
Shomus,Armina87,1129,1346,0-1,"King's Gambit Declined, Keene Defense",C30,https://lichess.org/1YjakOp0,120+0,Time forfeit,,,rapid,,,1493.0,,1671,116,1884,,,unknown,,,,,0,0,0
cherepuxini,aca2,1097,1467,0-1,Polish Opening,A00,https://lichess.org/fPNXuFUG,300+0,Normal,,,rapid,,,,,120,11,474,,,blitz,,,,,4722,329,5053
o0utsider,kaisermachine,1383,1401,0-1,Italian Game: Anti-Fried Liver Defense,C55,https://lichess.org/b06Edjtz,300+2,Normal,,,puzzle,1721.0,1555.0,,,1373,182,848,,,bullet,,,,,5019,483,6967
PTer,Yassatoubab,1343,1423,0-1,French Defense: Mediterranean Defense,C01,https://lichess.org/L8eMYD46,1500+0,Normal,,,unknown,,,,,0,0,0,,,puzzle,,,,,408,28,253
chess133,Svongo,1391,1328,0-1,Scotch Game,C44,https://lichess.org/1cl7OKnS,600+5,Normal,,,rapid,1210.0,1255.0,,,3788,216,6831,,,rapid,,,1593.0,,1568,119,1637
darkchewy,maddypndy,1196,1279,0-1,Horwitz Defense,A40,https://lichess.org/Imhss5GC,300+0,Time forfeit,,,blitz,,,,,1548,97,2732,,,blitz,,,,,129,5,228
mojtaba89,Donville01,1240,1424,1-0,Hungarian Opening,A00,https://lichess.org/0bHHfmO0,480+5,Normal,,,rapid,,,,,141,19,310,,,puzzle,,,,,205,18,384
behzad20,archonko,1336,1374,0-1,King's Knight Opening: Normal Variation,C44,https://lichess.org/z7ZIL8l0,180+0,Time forfeit,,,bullet,,,,,9095,754,14107,,,bullet,2180.0,1733.0,,,26289,1211,26102
Zer0Chill,muzaa18,1296,1164,0-1,Queen's Gambit Declined: Vienna Variation,D44,https://lichess.org/j1aSczir,900+10,Normal,,,blitz,,,,,345,16,385,,,rapid,,,,,48,10,127
D0NB4N3,chessobernoob,1451,1263,1-0,Italian Game,C50,https://lichess.org/ojaOLUcD,-,Normal,,,blitz,1660.0,1786.0,2013.0,,8114,541,7860,,,bullet,1288.0,1418.0,,,12970,472,14925
Pranav2607,ishanbegins,1402,1274,1-0,Queen's Pawn Game #2,D00,https://lichess.org/EI0r66l2,3600+0,Normal,,,rapid,,,,,834,76,1051,,,classical,,,,,8,1,11
pizdarezzz,Markfedin,1271,1279,1-0,King's Pawn Game: Napoleon Attack,C20,https://lichess.org/Lw5R7Uje,240+0,Normal,,,unknown,,,,,0,0,0,,,blitz,,1338.0,,,2176,143,2464
nitroyves1,kiskorovas,1448,1255,0-1,Caro-Kann Defense,B12,https://lichess.org/MekidWHO,300+0,Normal,,,puzzle,1336.0,1571.0,,,2164,107,1356,,,blitz,,,,,663,56,1988
mushko1,wallows,1358,1272,1-0,Scotch Game,C44,https://lichess.org/1MIVnD2y,180+3,Normal,,,blitz,,1584.0,,,12339,1226,16051,,,blitz,,,,,3972,263,5250
Behro,Sserg3006,1268,1284,0-1,Modern Defense,B06,https://lichess.org/WB2ZUkr5,240+1,Normal,,,blitz,,1573.0,,,17678,1755,22269,,,blitz,,1386.0,,,4301,313,6789
malle10000,udialigarh,1191,1255,0-1,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/JUT8bXd6,300+0,Normal,,,puzzle,,,,,2,0,9,,,blitz,,,,,891,57,644
dimitri1000,Lenahic,1434,1187,1-0,Philidor Defense #3,C41,https://lichess.org/HnDX0l5X,480+0,Normal,,,unknown,,,,,0,0,0,,,puzzle,,,,,501,55,727
Dreier,Toxborg,1158,1488,0-1,Horwitz Defense,A40,https://lichess.org/dYbk9x8B,300+1,Time forfeit,,,blitz,,,,,3,1,15,,,puzzle,,,,,36,0,49
aldoasecas,febouraou,1362,1321,0-1,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/1ByilGwI,600+0,Time forfeit,,,rapid,,,,,167,17,106,,,rapid,,,,,1463,90,1166
Airprofi,Senev,1368,1359,1-0,Queen's Pawn Game: Mason Attack,D00,https://lichess.org/En84C3sT,300+0,Normal,,,puzzle,,,,,608,44,733,,,puzzle,,1119.0,,,2101,156,2083
HELLSBISHOPS,SaeedehAshkan,869,1081,0-1,Horwitz Defense,A40,https://lichess.org/QC7B9F8c,300+3,Time forfeit,,,blitz,,,,,9,1,31,,,blitz,,,,,1747,127,1036
neopolis,tishnooka,1261,1221,1/2-1/2,Sicilian Defense: Franco-Sicilian Variation,B32,https://lichess.org/n12cfmNl,120+0,Time forfeit,,,blitz,1193.0,981.0,,,7788,432,8282,,,bullet,1176.0,1368.0,1663.0,,4451,313,4275
LeonardoPSG95,almata2,1475,1290,0-1,French Defense #2,C00,https://lichess.org/z3iJ0Iqm,180+0,Time forfeit,,,unknown,,,,,0,0,0,,,unknown,,,,,0,0,0
liches2015,avav33,1170,1301,1-0,Center Game #2,C21,https://lichess.org/uQwhhj4B,180+6,Normal,,,bullet,1702.0,1424.0,,,3258,437,3613,,,unknown,,,,,0,0,0
Lucky13,JohnIsBadAtChess,1360,1236,1-0,Sicilian Defense: Smith-Morra Gambit #2,B21,https://lichess.org/yCSt274h,900+15,Normal,,,puzzle,,,,,30,10,88,,,puzzle,,,,,2,0,20
jtobin,Konstantino,1213,1229,1-0,French Defense: Two Knights Variation,C00,https://lichess.org/AWnEiGQq,900+0,Normal,,,puzzle,1521.0,1679.0,1850.0,,5661,534,5380,,,rapid,,,1021.0,,286,60,614
Background,Diego2Fae,1219,1286,0-1,Petrov's Defense,C42,https://lichess.org/nUP8RAVj,120+2,Time forfeit,,,puzzle,,,,,773,54,774,,,unknown,,,,,0,0,0
sa233091,daniil20091703,1226,1521,0-1,Italian Game: Scotch Gambit Declined #2,C55,https://lichess.org/x5JmPi40,900+0,Normal,,,rapid,,,,,4,0,27,,,puzzle,,,,,300,34,491
oul4l4,SheldonRampton,1497,1037,1-0,Van't Kruijs Opening,A00,https://lichess.org/5Ftyg68d,120+0,Time forfeit,,,bullet,,,,,932,12,955,,,rapid,1165.0,1293.0,1551.0,1606.0,8687,708,11362
