white,black,white_elo,black_elo,result,opening,eco,site,time_control,termination,white_country,white_title,white_preferred_game,white_peak_bullet,white_peak_blitz,white_peak_rapid,white_peak_classical,white_total_wins,white_total_draws,white_total_losses,black_country,black_title,black_preferred_game,black_peak_bullet,black_peak_blitz,black_peak_rapid,black_peak_classical,black_total_wins,black_total_draws,black_total_losses
patatero,hichamsbitri,1334,1320,1-0,Queen's Pawn,A40,https://lichess.org/ivwkDdC3,300+0,Abandoned,,,blitz,,,,,211,14,677,,,bullet,1970.0,1882.0,,,14140,985,12668
Ayman22,daamien,1364,1414,1-0,Caro-Kann Defense: Two Knights Attack,B10,https://lichess.org/OIR2O8JN,300+0,Normal,,,puzzle,2204.0,2046.0,,,12333,1287,11041,,,bullet,1483.0,1645.0,1717.0,,17909,1247,17945
StriderChess,Cory37,1445,1347,1-0,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/s86rLkgu,60+0,Time forfeit,,,unknown,,,,,0,0,0,,,puzzle,,,,,36,1,66
Liamglaz,Sehs7,1309,1062,1-0,French Defense: Normal Variation,C00,https://lichess.org/UNZSyW8V,300+8,Time forfeit,,,blitz,,,,,557,30,470,,,rapid,,,,,778,66,1682
kennethberg,Roja,1431,1210,1-0,King's Pawn Game,C20,https://lichess.org/jpFavxB8,540+12,Normal,,,rapid,,,,,427,35,275,,,blitz,,904.0,,,1767,127,3350
jamontoast,playbyu,1360,1386,1-0,King's Pawn Game: Busch-Gass Gambit,C40,https://lichess.org/OwOz1wcx,900+0,Normal,,,puzzle,,,,,37,2,29,,,rapid,,,,,334,46,420
nrw09,VidVonell,1391,1283,1-0,Scandinavian Defense,B01,https://lichess.org/MvnQoPc5,900+0,Normal,,,rapid,,,,,133,16,184,,,rapid,,,,,394,53,775
doudou83,ruhe1,1309,1405,0-1,Sicilian Defense: Smith-Morra Gambit,B21,https://lichess.org/PthoZY1T,720+0,Normal,,,blitz,,,,,2741,157,3420,,,puzzle,,,,,208,9,222
AbdulUhrlichOrlich,Lepetitrenne,1283,1187,1-0,King's Pawn Game: Wayward Queen Attack,C20,https://lichess.org/oDgmS5zW,600+5,Normal,,,bullet,,,,,1723,143,2624,,,puzzle,,,,,332,27,470
CaptchaSamurai,keskispass,1109,1259,1/2-1/2,Robatsch (Modern) Defense,B06,https://lichess.org/wXRrO9Fn,60+1,Normal,,,blitz,,,,,770,56,841,,,blitz,,,,,3444,259,4372
misifurki,TrOll_King_Guwop,1248,1357,1-0,Indian Game,A45,https://lichess.org/ey7rOAii,900+0,Time forfeit,,,rapid,,1180.0,1292.0,,3561,347,4183,,,rapid,,,,,50,3,23
Ryuzaky,ZainS,1343,1321,1-0,King's Pawn Game: Napoleon Attack,C20,https://lichess.org/I76qCmLw,300+5,Normal,,,rapid,,,,,302,20,670,,,blitz,,,,,244,32,414
mevikacci,beccorosso,1309,1319,0-1,Russian Game: Urusov Gambit,C42,https://lichess.org/pLEt0F08,1200+0,Normal,,,blitz,,1473.0,,,5261,457,6279,,,puzzle,,,,,7416,454,3541
enrico19960,Rafaguty,1330,1469,0-1,Caro-Kann Defense: Hillbilly Attack,B00,https://lichess.org/zenMFVBZ,600+0,Normal,,,unknown,,,,,0,0,0,,,rapid,,,,,819,55,592
Lochpots7424,superraf,1303,1160,1-0,Philidor Defense #2,C41,https://lichess.org/o6w97ePX,240+5,Normal,,,bullet,1483.0,1399.0,,,24594,744,22891,,,blitz,,,,,1414,139,1777
Nickolai,ehlicay,1386,1078,1-0,Zukertort Opening: Queen's Gambit Invitation,A04,https://lichess.org/8I89n5LS,420+5,Normal,,,puzzle,,,,,1385,112,1447,,,blitz,,827.0,,,528,139,1192
geo463,Blackout999,1355,1430,1-0,"Italian Game: Two Knights Defense, Modern Bishop's Opening",C55,https://lichess.org/vnBPFRbe,600+0,Normal,,,rapid,,,,,2549,166,2716,,,rapid,,,,,371,34,643
dom45,EnjoyThePie,1311,1278,0-1,Scotch Game,C44,https://lichess.org/iEbSXmeZ,180+0,Time forfeit,,,blitz,,1163.0,,,54456,1314,58457,,,unknown,,,,,0,0,0
oduarte,ttwo,1214,1261,1-0,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/hTPuc6P8,300+0,Normal,,,blitz,,1190.0,1702.0,,16458,1497,18531,,,puzzle,,,,,387,34,263
ELMEXICANO,bah1333,1188,1595,0-1,Scandinavian Defense,B01,https://lichess.org/ZoTTCgH5,180+3,Normal,,,blitz,,1291.0,,,10083,1147,12597,,,blitz,,,,,658,44,504
Bobbyfischertime,GladiadorAzteca,1271,1199,1-0,"Queen's Pawn Game: Veresov Attack, Alburt Defense",D00,https://lichess.org/AbX4bkBw,120+0,Time forfeit,,,blitz,,,,,1770,183,1724,,,bullet,,,,,124,10,422
masterxcvt,ankiar,1358,1295,1-0,French Defense: Advance Variation #3,C02,https://lichess.org/1kHgRbSB,600+5,Normal,,,bullet,,,,,2910,117,3410,,,blitz,,,,,688,52,723
NDoc13,OMR,1090,1330,0-1,Queen's Pawn Game: Zukertort Variation,D02,https://lichess.org/QIV6YpeU,10800+0,Normal,,,puzzle,,,,,69,14,153,,,puzzle,,1191.0,,,961,60,1227
dustan,CarlosGR,1244,1109,1-0,King's Pawn Game: Busch-Gass Gambit,C40,https://lichess.org/pneZal7e,1200+0,Normal,,,rapid,,,,,74,5,79,,,rapid,,920.0,,,2003,91,4030
fiico,TheFlayer,1150,1170,1-0,King's Pawn Game: Wayward Queen Attack,C20,https://lichess.org/1bwRTNJ1,240+5,Time forfeit,,,bullet,,,,,17914,884,19280,,,unknown,,,,,0,0,0
ElieWagner,heinrick,1156,1254,1-0,King's Pawn Game: Napoleon Attack,C20,https://lichess.org/gXKYfA3N,600+0,Normal,,,rapid,,,,,737,37,2235,,,blitz,,1761.0,,,8773,719,8456
laguerrovick,junojunoy,1171,1519,0-1,Van Geet Opening,A00,https://lichess.org/IftJAeu5,300+2,Normal,,,blitz,,,,,2880,146,4001,,,puzzle,,,,,650,36,347
LatrodeLux,njlynch,1238,1149,1-0,King's Pawn Game: Wayward Queen Attack,C20,https://lichess.org/RA1HVdH9,90+2,Normal,,,blitz,1494.0,1337.0,,,4060,262,4438,,,puzzle,1877.0,1749.0,,,9688,907,9650
DavidAjedrez,THM_7B6,1259,1275,0-1,Queen's Pawn Game #2,D00,https://lichess.org/9Ckqpo5P,1200+0,Time forfeit,,,puzzle,,,,,8,2,14,,,rapid,,,,,148,14,266
darkseerak,pixelsandfrequencies,1264,1158,1-0,Amazon Attack,D00,https://lichess.org/wKNRG1t8,10800+1,Normal,,,correspondence,,,,,207,80,217,,,correspondence,,,,,346,73,172
dppzppln,reimaN,1237,1112,1-0,Nimzowitsch Defense: Williams Variation,B00,https://lichess.org/aoDLbdhd,780+4,Normal,,,puzzle,,,,,100,16,154,,,unknown,,,,,0,0,0
Djhunts,geo0206,1443,1115,1-0,Queen's Gambit Accepted: Old Variation,D20,https://lichess.org/OfZdbE7H,300+0,Normal,,,bullet,,,,,4885,260,4227,,,blitz,,,,,116,12,196
Dorfbewohner,vijaypal_singh_rawat,1155,1206,0-1,Van't Kruijs Opening,A00,https://lichess.org/K2MvW8IC,300+0,Normal,,,bullet,,,,,8313,1264,12128,,,blitz,,,,,352,18,568
Woob,Mnatek,1218,1193,0-1,Queen's Pawn Game #2,D00,https://lichess.org/TFuzP1ts,300+0,Normal,,,puzzle,,,,,707,74,891,,,blitz,,1340.0,1662.0,,987,122,994
RadikalGuru,glandock,1328,1349,0-1,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/ah7QpFak,300+0,Normal,,,puzzle,,,,,841,32,923,,,bullet,1933.0,1929.0,1947.0,,6067,330,6235
hatzopoulos,Eddie10,1271,1318,1-0,King's Pawn Game: Wayward Queen Attack,C20,https://lichess.org/PQnvdcDg,900+0,Normal,,,blitz,1536.0,1526.0,1551.0,,6218,552,9298,,,puzzle,,,,,4164,494,6609
chenesht,mike81,1169,1588,0-1,King's Pawn Game,C20,https://lichess.org/He5gMAQO,240+0,Time forfeit,,,blitz,,1474.0,,,6032,485,8502,,,puzzle,,1610.0,,,33190,1170,35986
SenseiStavi,TonyStonem,1161,1327,1-0,Queen's Pawn Game: Chigorin Variation,D02,https://lichess.org/CQRFSu8T,240+2,Time forfeit,,,blitz,,,,,5583,344,6053,,,blitz,,,,,903,72,728
Kokoko1,Tranqy,1407,1354,0-1,Queen's Gambit Accepted: Accelerated Mannheim Variation,D20,https://lichess.org/U5tWtY6G,300+0,Normal,,,blitz,,,,,619,85,1369,,,blitz,,,,,211,21,360
pforoughmehr,Ofk,1019,1221,0-1,English Opening: Achilles-Omega Gambit,A10,https://lichess.org/a6FHFu0v,300+0,Normal,,,blitz,,,,,148,8,333,,,blitz,,,,,73,4,198
LTrain703,nabov,1202,1357,1-0,King's Pawn Game: Leonardis Variation,C20,https://lichess.org/wSIL6g2E,120+0,Normal,,,puzzle,,1263.0,,,3199,134,3754,,,bullet,,,,,4021,158,5779
FilWarrior,vman9999,1253,1414,1-0,Goldsmith Defense,B00,https://lichess.org/awhnyRTr,420+5,Normal,,,rapid,,,,,60,12,195,,,rapid,,,,,6,1,16
bidibule38,Eliges,1319,1150,1-0,Italian Game,C50,https://lichess.org/P9P3fJ4u,420+0,Normal,,,puzzle,,,,,2489,151,2166,,,puzzle,,,,,3904,265,3716
danber61,southerner,1181,1350,0-1,Bishop's Opening,C23,https://lichess.org/nEWbph1j,1200+0,Normal,,,unknown,,,,,0,0,0,,,classical,,,,,97,7,90
Vladimir_Gorba,BlueRay,1001,1212,0-1,Modern Defense,B06,https://lichess.org/QmmyclpA,180+5,Normal,,,rapid,,,,,23,5,145,,,puzzle,,,,,324,31,271
gokhein,prasas,1310,1358,1-0,King's Pawn Game: Napoleon Attack,C20,https://lichess.org/8cr5DZRQ,600+0,Normal,,,rapid,,,,,7,6,30,,,unknown,,,,,0,0,0
SCACCOSCOPERTA,Nodladomis,1450,1263,1-0,Queen's Pawn Game #2,D00,https://lichess.org/o6WEEnZF,300+0,Normal,,,blitz,,1198.0,,,15288,1455,15808,,,blitz,,,,,451,41,408
ems5F,Vikess,1365,1268,0-1,Scotch Game,C44,https://lichess.org/LLf5iKEk,720+3,Time forfeit,,,puzzle,,,,,137,12,147,,,rapid,,,,,338,33,686
RicaPachona,Alber_sabrosa,1061,1214,0-1,King's Pawn Game: Macleod Attack,C20,https://lichess.org/vghmVTT7,300+4,Time forfeit,,,puzzle,,,,,1696,35,2215,,,classical,,,,,3,0,26
Unit11,adardore,1117,1332,0-1,Philidor Defense #2,C41,https://lichess.org/8KbcIjLO,120+3,Normal,,,rapid,,,,,225,24,753,,,bullet,1269.0,,,,4719,350,14497
StefanMcGuinness,manzobear,1317,1273,0-1,Queen's Pawn Game: Symmetrical Variation,D02,https://lichess.org/3SHonkj4,120+0,Time forfeit,,,bullet,,,,,470,65,545,,,unknown,,,,,0,0,0
Re-bianco,Jomagi,1432,1285,0-1,Queen's Pawn Game: Chigorin Variation,D02,https://lichess.org/WT01r0Fh,300+0,Normal,,,blitz,,,,,1684,138,1686,,,blitz,1226.0,1363.0,,,8104,437,9732
IAmSai,Moonknight123,1175,1122,0-1,Queen's Pawn Game: Symmetrical Variation,D02,https://lichess.org/PH4OqWoy,1800+5,Time forfeit,,,blitz,,,,,178,15,288,,,unknown,,,,,0,0,0
LolaWeasley,santi7u7,1552,1153,1-0,St. George Defense,B00,https://lichess.org/nRHBvZ4P,300+1,Normal,,,puzzle,,,,,102,4,31,,,rapid,,,,,152,32,428
abhorism,kixx,1216,1562,1-0,Queen's Gambit Refused: Marshall Defense,D06,https://lichess.org/ZCdSRGPp,360+4,Normal,,,unknown,,,,,0,0,0,,,unknown,,,,,0,0,0
joservega,jahuba,1392,1383,1/2-1/2,Indian Game: Tartakower Attack,A45,https://lichess.org/2o36TqMw,720+6,Normal,,,blitz,1197.0,1389.0,,,7350,554,7927,,,unknown,,,,,0,0,0
posj,TAHASTANLY,1391,1395,0-1,Queen's Pawn,A41,https://lichess.org/QeQWAKVT,300+5,Normal,,,puzzle,1006.0,1104.0,,,16801,507,20325,,,rapid,,,,,2172,213,2736
rafaelmoura,elverlek,1167,1568,0-1,Center Game: Kieseritzky Variation #4,C21,https://lichess.org/BWol5vFZ,180+0,Time forfeit,,,blitz,,1830.0,,,5129,329,5211,,,blitz,,,,,11389,906,15143
kulasekhara,Erik289,1333,1153,1-0,Ruy Lopez: Cozio Defense,C60,https://lichess.org/3bRKDGxH,300+8,Normal,,,unknown,,,,,0,0,0,,,rapid,,,,,53,8,167
walshark,pizale,1364,1224,1-0,King's Pawn Game: Wayward Queen Attack,C20,https://lichess.org/aXZxzDuJ,900+0,Normal,,,rapid,,,,,3157,216,2842,,,rapid,,,,,666,22,1152
nworbdier5,ORDABOSS,1198,1084,1-0,Sodium Attack,A00,https://lichess.org/CM2Ltj8B,600+10,Time forfeit,,,rapid,,,,,168,9,168,,,unknown,,,,,0,0,0
osvaldo_c_p,countchoc,1463,1320,1-0,Sicilian Defense,B50,https://lichess.org/7ICaVzMX,300+0,Normal,,,blitz,,,,,1535,72,1968,,,rapid,,,,,1795,101,3533
walterbetin,AceAcura,920,1155,1-0,Scandinavian Defense,B01,https://lichess.org/zfRF5XCF,900+0,Normal,,,puzzle,,,,,4,2,34,,,puzzle,,,,,123,14,159
leonsegui,megashira,1080,1103,1-0,Alekhine Defense: Maroczy Variation,B02,https://lichess.org/5ge0dtPZ,600+0,Normal,,,puzzle,,1087.0,1566.0,,1564,114,1641,,,bullet,,,,,265,35,402
marren47,ivanol5,1166,1162,1-0,Philidor Defense #3,C41,https://lichess.org/zXtpHuNB,1800+5,Normal,,,classical,,,,,810,77,1613,,,rapid,,,,,108,7,154
bachibouzouk,kennythedentist,1469,1255,0-1,Bishop's Opening: Boi Variation,C20,https://lichess.org/3y113rrI,600+0,Time forfeit,,,blitz,,1010.0,,,2672,181,2525,,,blitz,,,,,321,11,333
kaspolsen2000,ykulisky,1332,1460,0-1,"King's Indian Defense: Normal Variation, King's Knight Variation",E60,https://lichess.org/YKcLvM6x,60+1,Normal,,,blitz,,,,,3199,259,4785,,,puzzle,,,,,1847,113,2352
LarsR,Circa82,1461,1270,1-0,Caro-Kann Defense,B10,https://lichess.org/34vPaB1L,60+0,Time forfeit,,,bullet,2218.0,2041.0,2129.0,,16534,2084,15038,,,bullet,,,,,60098,1853,73891
minhotochoque,misplay,1224,1179,0-1,King's Pawn Game: Wayward Queen Attack,C20,https://lichess.org/TXQZUXsW,180+0,Normal,,,blitz,,,,,294,22,409,,,puzzle,,,,,275,56,315
valera1979,Learner2015,1376,1366,1-0,King's Pawn Game: Wayward Queen Attack,C20,https://lichess.org/LsAoS6W9,1800+0,Normal,,,rapid,,,,,440,49,744,,,blitz,,,,,10482,1154,11296
cristipb,bihotzsalataria,1263,1340,1-0,Russian Game: Three Knights Game,C42,https://lichess.org/plgQ630r,300+8,Normal,,,blitz,,1245.0,,,6829,681,7594,,,puzzle,,1595.0,1852.0,,3341,562,2595
tahitivodicka,PURGATORIO1,1068,1283,0-1,King's Pawn Game: Busch-Gass Gambit,C40,https://lichess.org/GTV5txGV,300+0,Normal,,,blitz,,,,,1217,91,1864,,,blitz,,,,,2720,190,6543
yusiftheranger,Julikike,1284,1191,1-0,Modern Defense,A40,https://lichess.org/9FGKr0QW,360+0,Time forfeit,,,blitz,,,,,66,8,66,,,blitz,,,,,19,1,76
NickMalt,veky,1018,1694,0-1,Three Knights Opening,C46,https://lichess.org/eBNdSQ6a,1800+0,Time forfeit,,,rapid,,,,,140,4,94,,,blitz,1500.0,1564.0,1757.0,,11214,1029,5974
Mijo30,Zwischenzug2015,1346,1453,0-1,Sicilian Defense: Chekhover Variation,B53,https://lichess.org/54Ha2BU3,120+0,Time forfeit,,,bullet,1657.0,1813.0,,,7737,215,5506,,,unknown,,,,,0,0,0
Yasakharika,zeharris,1447,1300,0-1,Queen's Pawn Game: Chigorin Variation,D00,https://lichess.org/xXOW1498,900+1,Normal,,,blitz,1947.0,,,,2730,239,2589,,,rapid,,,,,4284,422,4407
GabrielVinicios,julianmacondo,1513,1091,0-1,Nimzo-Indian Defense,E20,https://lichess.org/oLWyFwcZ,420+2,Time forfeit,,,blitz,1625.0,1666.0,,,11522,662,9345,,,blitz,,,,,94,3,138
Shiva_Ale,shayanpn,1246,1256,0-1,Bishop's Opening,C23,https://lichess.org/oey5Df3v,840+8,Normal,,,puzzle,,,,,398,30,704,,,puzzle,,,,,43,6,133
mrzz,Jonathan_Seagull,1314,1411,0-1,Grob Opening,A00,https://lichess.org/ZAY9Ttfn,600+0,Normal,,,unknown,,,,,0,0,0,,,bullet,1515.0,1757.0,1901.0,,18745,1222,18746
kjevinnn54,Gjorgjo,1289,1343,1-0,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/X7nKnv8J,600+0,Normal,,,unknown,,,,,0,0,0,,,rapid,,,,,4021,319,4767
Vitaliy2016666,edia10,1279,1316,1-0,King's Pawn Game: Wayward Queen Attack,C20,https://lichess.org/oYeHrmSm,180+5,Normal,,,blitz,,,,,2230,239,4049,,,puzzle,,,,,172,4,216
francisfrancis,Rinaldo1,1240,1360,0-1,Queen's Pawn Game: Symmetrical Variation,D02,https://lichess.org/bOcjVWNr,300+0,Time forfeit,,,blitz,,,,,3129,238,7003,,,blitz,,,,,66,1,213
waldan,RyukSmit,1236,1202,0-1,Queen's Gambit Accepted,D20,https://lichess.org/3WyqZKbU,300+0,Normal,,,blitz,,,,,1006,99,1323,,,puzzle,1533.0,,,,6037,500,6939
hugo50000,fatalrhyme,1752,950,1-0,Vienna Game: Vienna Gambit,C25,https://lichess.org/f83xHHzI,300+0,Normal,,,blitz,,,,,6933,510,4632,,,blitz,,,,,1102,87,1043
bk33,CapitalWolf,1509,1110,1-0,King's Pawn Game: Busch-Gass Gambit,C40,https://lichess.org/MzlQ9Zhs,600+0,Normal,,,unknown,,,,,0,0,0,,,puzzle,,,,,0,0,13
Antoniocjr1988,bonco,1350,1386,1-0,Queen's Gambit Accepted,D20,https://lichess.org/BH178vCK,900+0,Normal,,,rapid,,,,,143,9,160,,,rapid,,,,,532,23,636
Alex_12345,hennagirl,1465,1229,1-0,"Caro-Kann Defense: Advance Variation, Short Variation",B12,https://lichess.org/DtmV2mGv,300+0,Normal,,,puzzle,,,,,799,34,656,,,rapid,,,,,25,1,41
StoCazzooo,Geralt00,874,1074,0-1,Ruy Lopez: Steinitz Defense,C62,https://lichess.org/xrg6U3VZ,300+0,Time forfeit,,,rapid,,,,,9,3,47,,,blitz,,,,,211,24,675
l4kraa2,aseeron,1089,1153,0-1,Philidor Defense: Nimzowitsch Variation,C41,https://lichess.org/xuANSfSS,60+1,Time forfeit,,,bullet,1540.0,1650.0,,,20335,991,22334,,,bullet,,,,,3753,110,5688
Fireball19,Jeroen94,996,1338,0-1,Queen's Pawn Game,D00,https://lichess.org/6wTY1CvP,300+3,Normal,,,unknown,,,,,0,0,0,,,puzzle,,,,,1187,57,806
Fabio77,toredo,1544,1244,1-0,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/TfKxmIy5,300+5,Normal,,,rapid,,,,,535,21,373,,,puzzle,,,,,50,5,73
gib_din_puur,guguz1nh0,1094,1317,1-0,"King's Pawn Game: Wayward Queen Attack, Kiddie Countergambit",C20,https://lichess.org/ANIyZt0y,600+0,Normal,,,unknown,,,,,0,0,0,,,unknown,,,,,0,0,0
dzikasarna,Ryan_Later,1146,1138,0-1,Sicilian Defense: Smith-Morra Gambit #2,B21,https://lichess.org/NUlYilN4,180+2,Normal,,,puzzle,1711.0,1805.0,,,7019,359,6435,,,puzzle,,,,,111,7,142
GeraldSam,AntoniusBl0ck,1258,1463,1-0,St. George Defense,B00,https://lichess.org/gELR8tQM,420+0,Normal,,,rapid,,,1466.0,,5143,346,5640,,,blitz,1995.0,1813.0,,,13484,910,15731
korsox,lichtenstein,1122,1456,0-1,Sicilian Defense,B20,https://lichess.org/MmeM1FI8,180+0,Time forfeit,,,bullet,,,,,35645,698,98779,,,blitz,,,,,9060,147,2780
Ghiri,BIXIGA,1281,1454,0-1,Kadas Opening,A00,https://lichess.org/DGAdEigw,300+3,Normal,,,rapid,,,,,1,0,11,,,bullet,1143.0,,,,7254,175,7641
marioporras,UncleJoeyLovesYa,1256,1156,1-0,King's Pawn Game: Leonardis Variation,C20,https://lichess.org/goJ6UVXh,600+0,Normal,,,rapid,,,,,180,12,461,,,bullet,,,,,4803,326,4097
newsimbol,Aseric,1526,1194,1-0,Bishop's Opening,C23,https://lichess.org/JOTE3V0W,0+4,Normal,,,blitz,,,,,9800,684,8347,,,unknown,,,,,0,0,0
TreborTau,Malini11,1333,1156,1-0,Mikenas Defense,A40,https://lichess.org/34p5uG2s,300+8,Time forfeit,,,rapid,,,,,585,33,343,,,bullet,,,,,259,29,2147
mlife,Jedrezias,1351,1301,1-0,Caro-Kann Defense: Advance Variation,B12,https://lichess.org/WjduxDOf,600+3,Normal,,,blitz,,,,,462,11,804,,,rapid,,,,,533,76,599
dannie49,ahmad_hashdy,1802,803,1-0,Caro-Kann Defense,B12,https://lichess.org/qU01OQwl,300+0,Time forfeit,,,bullet,,,,,1697,69,1519,,,puzzle,,,,,241,16,904
mrbecirovic,beratxxx127,1448,1271,1-0,Scandinavian Defense,B01,https://lichess.org/CiNnoT7i,600+0,Normal,,,puzzle,,,,,522,59,398,,,rapid,,,,,85,5,200
Columbo1976,kisz0ny,1373,1152,1-0,Scandinavian Defense,B01,https://lichess.org/6uUWJwPg,1200+0,Time forfeit,,,rapid,,,,,1139,99,1470,,,puzzle,,,,,30,13,199
hident,Weiny,1423,1285,0-1,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/VLDLworN,1080+0,Normal,,,rapid,,,,,435,40,544,,,rapid,,,,,165,20,228
Machining,Gleb763,1293,1251,0-1,Van't Kruijs Opening,A00,https://lichess.org/58TvCJQo,600+2,Normal,,,rapid,,,,,121,35,149,,,blitz,1717.0,1691.0,,,12350,778,14374
jalefred,jds859,1354,1291,1-0,Sicilian Defense,B20,https://lichess.org/SSHUXE8Y,420+5,Normal,,,blitz,1601.0,1602.0,1622.0,,8841,546,12943,,,blitz,,,,,9145,817,10595
Knight_OP,erguimaray,1395,1013,1-0,"English Opening: Anglo-Indian Defense, Old Indian Formation",A15,https://lichess.org/tBLLBUI7,300+4,Normal,,,blitz,,1451.0,,,607,44,695,,,blitz,,,,,727,54,768
gerardoluna49,majorleague,1227,1261,1-0,King's Indian Attack,A08,https://lichess.org/Ogeq5JS1,420+5,Normal,,,puzzle,,1221.0,,,1706,108,2011,,,puzzle,,,,,399,47,585
TheeRobinator,Alex28195,1324,1183,1-0,Queen's Gambit Accepted: Old Variation,D20,https://lichess.org/fVfySKKW,240+5,Normal,,,puzzle,,,,,306,16,162,,,unknown,,,,,0,0,0
Zhenya0613,josearaujose,1239,1173,1-0,King's Pawn Game: Wayward Queen Attack,C20,https://lichess.org/Ct5IFtLH,420+1,Normal,,,bullet,1509.0,,,,6793,255,6809,,,unknown,,,,,0,0,0
kova1,monaco712,1346,1349,0-1,King's Knight Opening: Normal Variation,C44,https://lichess.org/NTlcWRU9,600+0,Normal,,,blitz,1657.0,1769.0,1902.0,,7530,602,7969,,,blitz,,1573.0,,,7647,726,10572
eggmceye,Setsu,1230,1157,0-1,"Nimzowitsch Defense: Scandinavian Variation, Bogoljubov Variation, Heinola-Deppe Gambit",B00,https://lichess.org/9Tja5Uhs,600+6,Normal,,,puzzle,,,,,226,22,276,,,rapid,,,,,52,4,98
CostaLoser,Ab-Development,1203,1479,1-0,Philidor Defense #2,C41,https://lichess.org/AXzESPbA,300+8,Normal,,,unknown,,,,,0,0,0,,,rapid,,,,,7,0,14
kandurand1,jvc91994,1395,1130,1-0,Scotch Game,C44,https://lichess.org/jS1sPlWK,720+5,Normal,,,unknown,,,,,0,0,0,,,blitz,,,,,5632,658,6047
loryy96,Belgard62,920,1161,1/2-1/2,Caro-Kann Defense,B12,https://lichess.org/CVEGsTh4,420+0,Normal,,,blitz,,,,,182,23,248,,,unknown,,,,,0,0,0
skub,rednumbers69,1564,1131,1-0,Englund Gambit,A40,https://lichess.org/1n3bqZpv,60+8,Normal,,,blitz,,1837.0,,,13788,1060,12767,,,rapid,,,,,53,3,138
xjx,shrewdz,1188,1150,1-0,Sicilian Defense: Snyder Variation,B20,https://lichess.org/uATXuB5Y,300+0,Time forfeit,,,puzzle,,1289.0,1358.0,,3961,131,2308,,,puzzle,,,,,749,19,826
Kundi51,houra,1339,1390,0-1,Queen's Pawn Game,D00,https://lichess.org/X91gz3BJ,480+0,Normal,,,atomic,,,,,301,19,202,,,rapid,,,,,646,56,766
TR16,joshlikesbagelss,1500,1293,1-0,English Opening: King's English Variation,A20,https://lichess.org/uIns1VEX,600+0,Time forfeit,,,unknown,,,,,0,0,0,,,puzzle,,,,,1359,97,1114
ElBahari,alepaez,1357,1275,1-0,Philidor Defense #3,C41,https://lichess.org/tDrHdzzv,300+8,Time forfeit,,,unknown,,,,,0,0,0,,,puzzle,,,,,247,12,331
delishbanana,tzahi12345,1127,1117,1-0,Pirc Defense #5,B07,https://lichess.org/Flv2BXOm,480+5,Normal,,,puzzle,,,,,151,22,388,,,puzzle,1636.0,1602.0,,,2466,161,1757
Carma930830,jrchess1986,1418,1373,0-1,Modern Defense,A40,https://lichess.org/5Cw1fsPz,600+2,Time forfeit,,,unknown,,,,,0,0,0,,,blitz,,,,,1407,110,2287
Money2,deeeshep,1635,1121,1-0,Queen's Gambit Declined: Queen's Knight Variation,D31,https://lichess.org/P63YHTBt,300+4,Time forfeit,,,bullet,,,,,7607,266,6569,,,blitz,,,,,90,6,233
dreed,Ali1994,1304,1262,0-1,Nimzowitsch Defense,B00,https://lichess.org/e2o6g7nA,600+0,Normal,,,blitz,,,,,1252,70,979,,,puzzle,,,,,1429,143,1225
srkidelija,FreezeFrame,1396,1338,0-1,Queen's Pawn Game #3,D00,https://lichess.org/4QmNGYtr,300+4,Time forfeit,,,blitz,,,,,2846,270,3697,,,blitz,,1311.0,,,4385,344,4489
RoadStar91,Daeltan,1213,1552,1-0,Mieses Opening,A00,https://lichess.org/XASXc09Y,600+0,Normal,,,rapid,,,,,330,27,937,,,rapid,,,,,1713,48,815
mrmsk420,JuraWysocki,1393,1075,1-0,King's Pawn Game: Wayward Queen Attack,C20,https://lichess.org/cQzhg3GG,300+8,Normal,,,blitz,,1626.0,,,6075,224,5695,,,rapid,,,999.0,,1654,166,2098
martyzzs,Bryan1470,1206,1591,0-1,"King's Gambit Accepted, King's Knight Gambit",C34,https://lichess.org/t6ywoOl6,900+0,Normal,,,blitz,,,,,2340,313,2435,,,unknown,,,,,0,0,0
JuanPalk,Deenniis,1392,1269,1-0,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/UDq33Xt5,420+0,Normal,,,blitz,,1602.0,,,7987,406,9726,,,blitz,,,,,349,78,961
Djengis,jeck5444,1419,1050,1-0,Owen Defense,B00,https://lichess.org/Oy6gZ3Sn,600+0,Normal,,,rapid,,,,,312,33,256,,,rapid,,,,,21,2,66
mahsalem,didili,1497,1269,1-0,French Defense: Normal Variation,C00,https://lichess.org/lfKF5dBE,300+0,Normal,,,unknown,,,,,0,0,0,,,blitz,,,,,44,3,142
chessman441,yoloswag216,1251,1434,1-0,French Defense #2,C00,https://lichess.org/QYPeZY03,60+0,Time forfeit,,,bullet,1394.0,1397.0,,,11098,549,11865,,,unknown,,,,,0,0,0
